entry,glucose,lb,glycerol + aa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.12,stationary phase 1 day,stationary phase 3 days,osmotic-stress glucose,42°c glucose,ph6 glucose,xylose,mannose,galactose ,succinate,fructose
P0AEJ2,11.09,14.6,19.14,16.93,12.81,48.24,11.58,12.42,10.91,23.68,28.86,21.6,44.26,12.55,8.47,36.26,25.34,17.88,16.37,30.75,77.3,3.89
P17993,10.72,3.44,12.49,9.12,10.98,7.87,5.28,32.21,6.18,4,7.05,4.28,14,16.05,6.25,52.51,19.76,3,22.7,13.77,8.24,25.97
P75913,12.92,10.64,3.34,3.49,4.02,3.46,5.45,1.79,4.86,9.11,8.8,5.39,8.51,18.48,28.37,9.84,11.15,15.31,6.94,17.57,7.42,3.6
P0A7Z0,7.38,10.05,6.42,8.21,2.56,3.31,2.39,4.74,1.29,7.11,0.74,3.11,6.67,4.31,10.88,20.6,9.09,14.27,4.52,8.32,1.64,11.47
P46130,8.09,7.43,8.19,3.93,11.01,3.92,6.82,7.33,11.26,6.93,12.5,12.12,23.93,17.18,5.65,13.72,7.27,12.1,4.13,7.9,13.11,5.08
P76143,8.19,16.16,16.04,30.22,15.86,4.93,10.03,11.77,5.02,7.17,7.65,7.21,15.46,8.38,5.35,38.43,11.64,11.48,8.87,5.71,26.98,38.08
P0ADG4,11.71,1.69,4.04,4.88,5.27,10.48,1.14,5.46,4.73,5.53,4.3,1.07,8.08,4.25,7.35,9.28,6.93,3.93,4.3,4.79,1.59,5.89
P08178,3.44,4.16,10.35,3.74,5.58,14.62,4.54,8.96,1.48,5.75,10.06,4.83,1.92,2.74,2.35,7.5,2.52,4.49,5,5.99,4.93,9.03
P08244,9.48,0.94,4.05,6.3,12.7,11.14,6.22,2.32,6.39,11.97,8.1,6.76,9.78,5.18,6.07,6.54,1.2,5.15,3.03,11,3.28,8.46
P00452-2,,,,,,,,,,,,,,,,,,,,,,
P12008,8.43,7.81,4.94,7.21,2.35,4.73,6.26,5.57,8.21,4.8,2.7,6.04,8.94,10.76,3.83,8.39,15.27,4.94,7.77,3.47,6.44,4.31
P0A6J5,25.21,11.92,19.87,19,1.26,8.36,6.87,9.73,16.99,9.69,11.87,4.93,22.52,10.55,19.75,9.56,10.18,33.6,5.73,22.39,12.68,21.76
P00926,8.3,27.46,4.85,4.47,16.24,6.58,12.3,9.13,20.62,13.76,29.5,19.36,62.16,23.26,3.51,21.8,11.6,18.43,8.63,6.5,4.33,11.64
P30126,1.83,6.02,8.84,18.33,7.56,12.38,8.57,10.28,14.75,5.07,7.36,8.72,2.11,32.72,14.46,21.91,20.04,7.04,7.42,2.37,5.3,10.4
P31133,18.32,0.62,4.45,7.62,4,1.13,5,5.34,4.27,4.45,2.79,7,4.89,7.89,8.77,14,7.32,6.98,2.13,17.36,11.84,3.12
P00547,48.49,1.18,30.7,28.91,24.87,32,10.01,22.98,17.38,27.68,14.74,10.18,17.97,16.74,5.68,35.75,6.89,21.41,8.59,15.23,14.11,27.23
P0A6D7,10.06,4.67,7.82,4.85,4.93,1.92,2.97,8.52,7.35,5.45,7.19,7.77,18.93,3.83,11.71,8.73,15.12,7.23,2.89,8.81,3.74,14.59
P0ADF8,13.8,14.58,7.16,34.94,13.18,25.98,8.11,12.29,14.31,4.32,9.04,7.3,9.38,64.75,3.32,38.14,9.77,39.54,7.85,19.87,4.48,20.91
P75823,8.02,2.5,5.51,3.29,5.49,7.08,1.94,11.36,3.37,1.52,6.27,3.57,22.11,17.44,13.96,3.43,6.69,5.12,7.6,10.9,4.27,8.04
Q46863,,,,,,,,,,,,,,,,,,,,,,
P76027,11.62,7.68,14.47,9.14,10.25,18.97,1.49,18.03,2.54,16.49,12.05,4.7,6.23,38.56,23.58,37.96,8.25,13.94,4.03,22.03,9.07,15.16
P30860,15.63,6.68,25.77,6.51,4.93,3.87,4.86,7.16,2.01,0.82,5.59,3.06,3.99,5.75,7.51,9.06,3.18,2.49,9,8.87,7.19,4.27
P0A7A9,4.13,2.71,7.34,3.71,2.57,5.03,1.06,5.13,10.79,2.72,6.19,5.24,10.43,2.3,9.95,3.38,7.54,7.6,4.89,10.34,3.3,4.6
P0ABJ9,22.98,4.18,17.83,20.64,11.64,6.33,19.54,37.24,7.87,3.07,13.75,3.87,17.02,5.07,20.83,17.77,6.43,3.99,13.99,12.85,17.2,7.49
P0ABI8,30.04,0.84,16.8,12.58,3.33,11.41,6.96,32.51,7.95,3.83,8.16,3.13,7.9,20.81,20.01,27.91,0.43,4.62,12.85,26.29,4.61,14.24
P42593,24.92,8.56,4.36,8.72,7.7,12.41,3.09,7.44,5.06,8.66,8.58,5.38,16.03,16.61,56.82,18.71,11.06,12.28,9.88,6.91,12.4,8.73
P0A8P3,3.83,6.47,2.33,2.75,3.59,5.98,2.57,10.88,5.68,5.28,3.95,2.67,4.64,17.2,7.63,15.26,2.24,4.83,4,4.99,2.09,4.11
P76621,79.6,14.53,9.17,28.09,9.74,11.85,10.89,4.65,22.95,11.14,7.88,8.23,11.12,14.32,9.26,15.28,22.26,21.35,23.22,11.53,43.94,55.71
P0AAT9,30.17,8.37,2.97,3.46,8.46,12.94,4.51,9.98,15.17,9.9,6.3,3.5,2.61,4.1,13.17,22.67,11.79,5.62,10.48,15.98,17.53,14.28
P39401,6.52,6.14,2.09,11.37,7.72,5.18,10.64,26.7,8.4,8.12,10.88,6.48,51.7,21.36,5.65,21.3,29.55,16.53,11.2,6.68,4.92,14.92
P37626,4.64,11.41,5.5,7.47,10.8,3.67,5.84,4.81,6.94,2.9,10.31,2.64,13.35,5.78,11.32,16.35,96.69,6.6,6.23,11.3,25.02,2.98
P77485,13.9,9.64,10.3,29.73,2.06,27.49,1,22.9,10.44,6.91,8.01,6.99,25.68,25.3,13.95,10.8,5.6,4.93,14.72,9.55,35.96,13.59
P69407,19.5,6.44,6.21,5.81,9.45,1.75,8.22,5.99,7.73,2.04,8.61,7.33,17.92,10.62,15.34,18.69,7.7,2.78,5.16,7.72,2.24,11.73
P0AAX8,12.02,8.37,9.03,5.25,2.77,8.22,2.62,6.76,0.93,5.88,3.91,4.82,7.66,17.66,7.13,1.64,8.8,8.22,7.55,8.19,6.69,4.68
P0A8X2,12.33,0.98,12.29,1.7,1.56,6.22,12.5,8.34,4.46,2.75,8.01,1.68,11.04,13.73,24.85,19.5,1.58,12.87,6,3.25,5.57,8.4
P0A8H6,5.43,4.44,9.28,9.93,7.96,8.72,9.06,11.94,10.66,0.8,3.69,7.98,14.94,9.7,13.82,11.32,5.73,7.3,4,5.04,9.58,17.36
P77649,,,,,,,,,,,,,,,,,,,,,,
P37691,,,,,,,,,,,,,,,,,,,,,,
P0AFH8,80.32,6.91,8.44,2.04,5.6,8.3,5.67,12.59,29.57,4.81,5.51,4.24,1.75,15.55,11.27,11.16,9.69,30.03,9.74,8.66,15.55,10.04
P75874,11.99,4.41,19.46,3.46,4.4,6.23,1.98,4.03,6.96,2.3,31.31,5.36,10.92,13.89,37.03,35.94,17.03,7.08,7.97,15.83,10.3,3.44
P45470,45.4,7.99,11.02,57.43,2.28,4.9,5.81,9.04,28.07,13.32,26.64,22.95,6.61,13.42,24.11,34.96,15.73,6.91,3.51,22.87,30.71,5.46
P0A8Y5,11.32,7.37,12.51,5.71,13.18,13.77,4.58,4.7,7.44,14.56,3.67,15.99,8.45,8.67,7.48,4.55,4.28,9.66,3.15,14.07,15.52,7.01
P0AGE6,27.03,4.28,5.35,11.08,35.66,27.54,23.79,8.32,17.83,6.67,8.16,3.48,25.7,10.94,15.66,18.65,0.81,13.99,14.17,8.72,27.97,19.77
Q47679,,,,,,,,,,,,,,,,,,,,,,
P75863,5.28,6.71,8.93,9.87,12.9,10.43,6.83,11.33,3.33,17.23,0.85,6.17,30.94,22.19,5.61,41.47,11.47,33.36,3.03,9.79,12.38,1.74
P0A9W9,5.28,2.12,14.61,9.19,11.2,0.67,2.47,41.05,55.2,12.83,23.68,7,81,25.85,8.34,61.26,9.89,26.67,18.42,31.31,9.26,12.95
P36649,15.45,2.46,13.03,8.5,10.46,6.35,7.88,8.14,4.19,6.99,10.84,3.26,101.66,16.99,15.52,31.18,7.23,17.5,10.42,10.95,4.31,2.14
P0ABU5,17.95,12.44,6.65,14.27,3.09,5.28,6.84,6.73,10.2,2.9,1.83,6.14,5.51,6.04,9.43,11.76,6.6,5.65,9.83,13.39,14.49,6.45
P0ADI4,1.44,10.81,2.75,3.18,19.94,3.96,7.47,8.2,17.5,24.85,31.4,5.53,7.81,5.18,8.66,5.06,24.49,19.06,0.46,22.07,18.84,32.41
P64604,12.88,8.03,7.12,6.59,1.07,40.59,6.66,24.28,2.58,15.02,36.96,6.92,25.19,3.8,8.45,26.53,5.96,6.27,9.18,49.32,24.77,9.1
P0A9A9,16.81,1.38,9.29,10.85,6.07,7.86,1.61,12.73,4.85,4.18,6.54,3.71,7.97,5.85,9.12,15.7,9.4,5.49,5.44,10.44,11.55,6.65
P61517,3.46,4.01,8.57,9.21,5.85,4.73,5.18,16.94,6.83,2.26,5.31,4.74,1.17,6.89,14.75,3.1,6.56,2.77,5.68,2.04,4.62,4.53
P31060,28.73,8.11,27.18,17.96,11.66,16.82,7.76,6.97,3.24,9.33,9.56,11.48,69.53,13.09,15.79,31.14,12.21,9.6,13.26,9.47,6.15,19.56
P0AG78,5.64,2.58,3.59,26.76,8.32,9.17,8.34,7.01,5.67,0.42,1.42,6.66,13.85,9.38,8.74,11.99,5.9,12.51,10.18,10.64,9.51,10.53
P39172,9.47,10.57,8.85,9.56,6.78,13.08,3.06,23.75,11.11,8.83,2.52,6.05,42.74,21.15,21.99,37.05,10.58,4.07,18.38,22.58,30.59,11.41
P0A6L9,8.63,14.38,22.12,10.77,23.62,29.77,6.62,11.91,2.6,13.52,19.88,11.24,8.46,3.79,11.09,25.79,10.71,10.29,1.9,6.79,7.7,11.78
P42620,39.92,8.99,4.81,10.87,7.13,12.46,8.42,21.63,22.34,7.11,15.61,4.57,22.81,11.54,6.34,12.93,3.15,34.08,22.94,7.64,18.98,7.07
P0A746,15.23,4.79,4.56,12.55,9.21,8.32,17.62,13.95,8.62,5.77,5.16,6.85,8.38,16.89,16.2,9.04,16.59,8.59,0.27,6.59,1.05,5.72
P76104,,,,,,,,,,,,,,,,,,,,,,
P02918,26.81,26.02,24.98,50.97,17.75,65.51,21.08,38.04,18.14,4.39,18.91,6.25,96.94,53.26,56.55,36.12,90.48,50.68,39.18,34.78,9.11,15.69
P0A917,8.66,3.3,3.75,14.61,5.2,5.79,6,8.8,4.65,2.96,2.47,3.29,4.37,7.22,4.47,18.07,3.39,17.96,3.8,5.85,7.66,11.77
P0A905,8.34,1.63,7.01,2.52,4.58,2.9,8.11,19.74,6.9,8.07,6.08,3.89,10.58,8.31,9.16,8.04,9.99,2,1.11,3.19,5.49,11.31
P76397,11.53,9.6,8.21,6.32,1.76,8,2.18,6.34,7.94,17.45,4.62,5.12,14.01,8.95,23.48,13.9,16.91,15.58,12.11,19.13,3.03,13.39
P0C0S1,7.31,6.33,7.08,10.12,16.3,13.73,13.2,7.59,10.74,5.45,8.6,3.01,7.05,20.06,21.95,25.31,8.67,12.22,4.1,9.52,4.51,10.56
P0A6W5,14.12,2.21,3.72,1.27,13.38,6.64,3.91,16.22,5.04,14.79,6.41,19.18,41.67,12.27,19.37,8.8,5.49,3.08,3.8,12.3,9.86,3.25
P13445,33.55,3.87,3.38,10.03,11.2,6.47,25.74,26.68,19.44,6.82,20.34,13.2,17.71,11.2,20.53,15.07,3.52,10.91,10.69,14.15,29.3,28.15
P0ABF1,43.18,22.83,1.75,40.43,10.84,29.54,1.82,63.24,17.68,3.95,23.27,15.12,7.27,7.97,33.25,27.63,19.91,13.13,4.99,32.66,1.45,25.23
P0A7J3,16.2,3.01,9.74,12.94,2.16,8.04,7.4,6.8,3.64,3.92,9.02,3.07,2.39,6.86,7.15,12.36,8.59,2.39,10.14,4.44,8.46,7.49
P0AA10,11.28,4.32,2.04,3.75,5.36,10.08,4.08,5.92,5.17,9.08,4.26,4.07,10.18,4.22,13.37,5.53,7.01,7.95,1.79,6.55,7.03,2.23
P0A7K6,22.48,1.82,19.26,11.95,8.55,6.32,7.76,23.16,14.56,7.31,6.71,8.58,9.05,18.93,28.61,15.63,9.96,14.99,19.72,16,4.87,11.77
P0AA43,7.35,6.16,8.13,6.61,5.02,5.24,4.45,7.85,1.63,4.99,3.5,6.84,7.82,7.55,12.91,12.03,14.73,7.69,8.19,1.81,0.3,4.22
P00960,1.24,2.46,3.11,12.18,6.25,3.15,8.2,3,2.43,9.73,9.18,2.95,8.42,14.08,20.45,9.57,3.52,17.96,1.12,7.89,6.3,10.32
P0ADB1,41.2,10.03,12.37,21.42,11.21,9.5,11.44,3.52,10.58,7.05,4.17,7.39,23.05,8.8,17.39,12.85,10.15,20.21,6.83,11.71,18.72,13.4
P37440,14.16,5.67,11.41,7.71,5.64,24.72,12.22,5.49,8.84,10.16,2.49,4.01,34.3,42.65,7.32,15.1,12.24,7.09,11.64,7.4,7.41,7.32
P12996,33.28,7.17,5.21,4.97,5.06,9.69,1.67,31.55,13.67,12.47,31.64,12.83,29.44,2.53,23.09,18.55,6.01,20.37,14.37,15.24,10.4,7.01
P60716,21.58,6.37,4.71,16.9,2.37,3.06,8.1,14.15,8.6,5.18,8.45,5.18,49.89,18.66,41.17,40.93,10.07,3.71,12.97,13.72,5.83,16.32
P0AFU8,19.05,8.3,13.92,5.18,2.33,7.53,8.67,7.84,19.43,3.66,8.88,12.31,35.69,36.48,14.23,20.6,15.73,9.77,11.57,19.78,10.6,0.54
P0AEN1,4.96,1.32,5.59,9.41,8.21,6.83,10.29,6.94,8.7,17.39,6.65,3.91,18.58,19.77,7.88,6.31,21.94,5.62,2.31,15.56,1.29,9.23
P0AC86,28.89,2.81,14.61,5.81,16.22,12.04,3.29,26.23,7.82,5.1,15.26,6.32,19.55,9.17,27.91,13.13,18.61,12.68,3.49,6.02,12.36,6.57
P0AF18,3.59,7.36,11.31,7.66,4.69,17.61,8.38,7.73,8.9,5.62,7.31,9.28,16.85,7.84,17.12,12.7,9.78,11.01,4.46,14.65,13.69,4.25
P0AF24,10.66,2.94,10.17,2.7,6.4,5.49,2.33,5.01,0.2,1.63,5.52,2.02,18.59,10.59,4.46,5.32,8.69,6.58,5.61,13.73,4.37,6.58
P09099,18.58,2.4,12.19,5.09,13.74,9.13,1.13,3.11,14.47,6.51,5.42,12.31,19.77,13.52,14.58,17.33,8.07,13.92,17.74,20.66,26.55,2
P39173,16.16,5.19,10.54,3.9,7.14,7.9,3.58,9.88,1.25,4.58,6.57,5.4,3.86,5.49,12.34,19.07,3.67,5.26,5.2,1.85,1.44,4.38
P15067,13.18,11.88,25.57,9.22,14.96,12.18,14.82,9.91,15.28,6.88,2.71,9.17,1.53,11.79,44.1,50.62,10.28,29.14,2.77,6.7,2.55,5.04
P68187,16,14.55,9.57,15.96,27.64,13.91,5.67,16.16,9.3,7.47,18.76,8.44,18.56,42.03,32.21,33.27,12.33,18.85,14.04,10.12,34.45,17.69
P04983,20.54,25.81,10.68,12.03,7.73,8.77,6.31,27.64,8.59,5.95,21.72,10.12,11.09,33.25,44.55,40.12,33.77,18.13,15.24,4.76,7.15,14.39
P37387,69.93,14.05,28.78,14.05,11.46,9.89,2.78,3.67,5.16,2.9,8.04,8.01,21.02,6.22,52.41,18.98,18.83,6.09,3.59,19.68,23.59,21.54
P0ABF6,9.35,6.85,11.25,15.91,2.68,12.9,8,10.58,17.14,7.26,5.47,5.73,10.25,13.68,7.1,15.73,8.57,11.79,16.64,15.61,16.28,9.77
P0A9M2,12.27,2.9,10.54,10.54,7.19,14.98,4.67,9.33,5.16,9.37,7.75,10.43,15.14,7.8,12.12,18.22,11.4,12.53,6.11,13.32,11.99,12.22
P0A8F4,9.81,6.66,3.33,13.58,4.25,0.87,4.99,7.17,3.06,8.13,7.4,2.89,15.19,14.4,18.96,21.84,7.72,9.27,6.19,13.85,5.64,13.21
P69924,14.19,12.41,4.78,8.92,17.8,6.25,4.86,1.47,5.58,4.9,12.87,2.12,14.41,21.86,4.48,29.03,0.34,2.91,9.8,7.33,11.24,6.17
P0A7F3,13.34,1.56,16.04,8,1.52,7.35,8.45,6.02,6.63,5.97,7.09,3.16,9.06,14.24,10.7,7.01,5.93,4.59,8.65,4.9,5.95,12.84
P04391,39.67,3.05,37.16,9.62,15.22,6.05,13.21,8.79,7.5,3.67,4.25,5.96,17.57,39.51,7.72,46.97,9.42,8.67,3.91,3.29,9.88,6.27
P07623,15.24,10.18,7.2,0.44,3.38,5.59,4.94,0.91,3.66,2.83,5.25,2.47,12.25,12.61,8.37,8.61,9.14,5.47,5.08,11.54,5.99,9.91
P0A7F6,9.7,3.78,8.72,6.43,2.4,6.38,1.07,10.95,1.28,1.76,2.46,4.83,22.09,5.95,17.49,23.63,8.68,13.34,2.22,7.45,7.28,11.62
P0ADT5,12.78,9.15,13.63,7.55,14.32,11.24,13.78,13.8,14.01,5.07,7.34,4.44,16.32,1.94,25.48,34.7,8.98,3.28,11.4,20.63,2,12.33
P0A9S3,0.54,9.64,7.08,9.61,8.38,14.89,4.3,12.36,2.01,6.05,11.68,1.86,14.32,26.21,18.95,66.45,5.22,11.46,3.55,17.45,5.36,14.78
P00894,7.78,7.02,17.71,8.69,6.1,4.78,5.43,4.41,5.94,11.78,1.65,2.51,3.41,9.76,14.64,2.48,2.63,3.47,10.55,8.5,8.61,3.19
P0A9S7,12.82,8.69,17.57,33.73,5.55,17.11,6.41,38.84,11.62,4.13,14.16,2.53,30.13,7.33,18.82,10.8,13.51,29.43,10.37,22.31,13.53,4.88
P77737,12.04,17.87,11.43,29.62,15.18,4.91,2.9,34.65,10.32,9.68,13.29,4.52,68.78,55.52,57.6,87.08,45.27,33.37,29.06,31.54,2.59,12.31
P75914,11.15,2.8,13.56,9.55,4.67,8.95,2.06,11.49,9.72,12.97,10.4,7.49,12.68,9.94,19.09,35.83,6.21,2.09,5.27,4.73,5.87,1.37
P29131,2.76,1.76,2.08,7.95,10.44,5.3,7.11,13.66,7.75,8.39,5.87,5.59,7.67,6.16,18.15,34.24,6.39,1.9,9.71,2.66,11.21,11.92
P0AF08,9.78,2.49,7.32,2,5.91,5.41,5.44,21.12,11.37,7.76,4.85,2.29,11.73,3.65,19.81,11.39,7.63,6.68,9.84,4.94,3.65,7.62
P0A6U3,15.17,4.71,4.87,5.25,17.75,15.12,7.02,16.1,11.17,6.57,12.15,4.78,3.73,43.05,29.25,2.43,2.86,6.29,23.22,18.43,8.69,7.18
P0ACD4,1.68,5.95,8.13,9.13,7.38,1.7,3.95,2.09,11.77,9.13,1.79,4.32,17.63,29.6,3.83,17.08,6.08,8.25,10.03,0.59,14.91,6.46
P33232,9.63,5.59,18.71,5.1,9.95,10.08,5.35,13.73,2.4,34.99,3.3,6.55,22.82,10.64,15.87,19.8,11.99,4.34,1.75,10.26,12.83,12.37
P0AFC7,10.48,6.55,1.93,7.21,4.33,15.78,3.77,17.19,6.15,3.13,21.97,13.3,19.29,17.71,18.16,3.99,7.25,15.92,2.96,11.35,12.25,3.95
P0A6E6,18.06,5.67,4.86,6.15,3.48,7.17,8.98,3.24,3.59,6.85,9.56,1.33,3.86,11.32,7.4,35.16,13.86,7.97,10.22,9.8,13.15,9.28
P00363,13.2,10.11,33.13,22.85,5.47,7.43,1.35,4.46,11.71,2.74,1.12,8.36,40.64,32.36,8.34,14.44,6.35,10.53,13.99,3.35,5.25,9.08
P52647,19.85,5.04,17.5,18.95,13.59,5.55,8.63,16,11.44,6.11,6.17,2.5,10.69,4.48,27.24,15.28,9.21,11.66,24.27,23.05,16.66,19.99
P37749,10.98,8.28,7.21,10.43,7.77,11.75,11.95,18.82,5.13,7.51,4.95,6.02,2.97,10.25,15.01,30.92,9.46,9,6.46,17.24,6.34,7.29
P62768,24.29,4.93,9.6,13.86,5.21,4.32,4.05,10.23,8.47,3.18,4.12,2.88,5.04,9.36,15.28,26.25,1.62,6.58,7.1,19.34,12.74,12.39
P27305,,,,,,,,,,,,,,,,,,,,,,
P13016,,,,,,,,,,,,,,,,,,,,,,
P77619,,,,,,,,,,,,,,,,,,,,,,
P69425,25.34,29.98,2.69,15.31,8.31,5.8,7.94,6.51,5.95,7.75,8.18,6.72,14.33,12.66,8.03,6.72,4.5,1.51,8.79,8.36,2.9,9.22
P77754,7.87,4.61,8.05,13.41,8.34,12.08,11.53,17.17,19.66,14.39,7.99,18.53,17.81,14.94,28.65,37.84,10.98,18.62,12.82,11.28,14.92,12.98
P0AEC3,16.01,2.17,1.17,15.9,7.3,6.71,9.5,15.78,5.09,12.73,8.68,3.85,44.69,23.05,8.82,24.79,5.05,11.75,5.81,12.55,8.37,9.82
P15078,27.94,8.63,16.2,2.62,7.12,24.16,3.09,28.68,11.2,9.2,12.3,3.16,8.45,26.68,60.94,27.52,27.13,25.88,9.93,18.47,10.12,13.84
P45955,17,8.53,10.09,7.63,8.26,14.84,11.8,19.91,4.65,3.29,10.03,17.92,26.45,28.31,16.99,16.05,34.28,25.9,22.24,14.69,12.9,10.04
P27431,10.45,4.4,10.38,1.68,4.5,7.51,7.13,6.8,4.15,1.9,7.44,6.85,7.38,15.08,13.96,17.72,9.39,11.98,6.62,10.56,2.22,6.38
P76576,10.99,6.24,7.98,6.88,11.78,4.93,3.99,11.86,12.66,5.48,8.56,5.54,2.71,3.38,6.69,9.24,4.16,9.74,5.94,4.59,8.98,9.92
P0A8A4,12.31,13.59,1.52,10.65,9.68,24.79,1.11,12.39,9.83,7.62,1.64,7.8,18.16,16.13,15.59,12.19,10.89,7.41,8.19,10.08,2.76,0.91
P76187,29.48,6.05,16.74,12.14,45.01,7.26,20.19,7.38,14,23.85,12.44,13.55,27.72,5.59,33.82,53.5,11.27,8.32,9.25,7.18,23.68,12.25
P32705,79.78,30.99,35.01,6.2,3.7,18.71,7.34,39.39,5.42,8.8,12.46,7.13,34.35,5.9,18.08,41.77,2.49,17.13,11.08,10.88,26.88,20.14
P56262,43.86,21.15,26.71,28.71,3.67,14.77,2.2,6.55,9.77,14.61,8.88,6.98,19.06,4.41,15.28,28.62,6.64,25.97,13.42,7.27,10.05,8.38
P0A998,23.23,16.62,4.31,13.07,8.19,27.12,3.31,10.5,13.47,11.39,4.6,2.42,14.07,8.53,25.73,11.57,18.23,9.66,5.47,7.81,6.24,9.49
P36659,10.11,10,20.86,18.41,13.55,18.67,12.09,18.41,11.35,11.95,13.02,8.8,24.73,3.24,38.33,10.12,23.09,17.1,4.57,3.44,4.98,26.07
P23869,10.6,8.68,31.25,18.01,7,28.58,0.84,17.81,8.42,6.45,5.24,7.78,14.01,9.79,12.93,17.61,11.41,8.4,12.13,15.45,9.33,3.95
P0A9K9,4.03,10.71,5.83,8.15,16.52,2.54,3.41,7.67,13.28,13.37,5.79,8.59,16.73,13.53,7.05,9.08,15.86,17.49,10.5,26.24,22.76,10.22
P77395,9.12,5.01,8.59,7.75,13.97,1.12,14.58,9.74,11.65,4.42,2.52,15.01,6.95,9.73,19.98,31.14,8.36,6.45,4.11,8.69,6.06,6.7
P30870,48.46,38.62,31.02,14.41,22.05,10.55,36.78,37.85,23.86,6.29,18.46,17.41,3.22,25.34,31.43,43.6,20.59,15.04,16.05,11.51,30.08,23.12
P0A6G7,14.46,2.22,5.78,4.96,2.99,10.06,6.44,9.58,8.24,9.7,9,3.19,7.2,11.09,5.32,7.39,7.2,16.9,7.99,23.11,12.82,14.07
P0C0L2,38.58,7.14,7.14,3.92,8.7,4.75,6.21,9.14,14.15,3.79,4.79,2.95,1.92,7.83,17.22,36.77,6.5,20.17,9.74,13.03,31.21,2.01
P05852,12.58,7.55,4.25,10.68,6.48,0.54,9.78,4.83,5.26,4.84,6.82,18.22,26.04,13.86,29.79,9.26,33.61,9.48,10.16,19.68,15.67,5.26
P04951,5.97,3.12,8.64,6.82,7.95,10.6,8.13,6.11,9.72,6.18,8.54,2.97,8.09,18.03,5.23,1.79,2.43,3.81,5.43,8.07,4.11,3.94
P0ADA3,5.57,5.32,2.03,15.8,8.34,11.98,10.36,9.24,8.86,3.6,14.11,1.2,25.14,14.65,18.63,17.8,9.75,5.07,5.6,9.14,5.28,4.01
P25740,,,,,,,,,,,,,,,,,,,,,,
P75864,34.47,6.38,17.34,18.3,11.39,20.78,16.89,45.13,6.7,7.37,12.78,6.43,35.4,12.18,40.03,9.22,8.88,11.56,22.33,24.38,17.6,23.44
P0A812,7.31,16.23,1.43,6.14,8.85,20.85,9.81,6.53,6.65,15.3,6.73,6.26,10.36,33.25,10.04,15.44,12.06,15.43,6.26,19.14,12.18,8.7
P45799,5.68,6.61,8.58,1.99,7.47,3.69,6.68,14.98,2.88,5.04,4.24,4.62,41.04,18.03,30.31,51.71,4.88,5.64,6.14,9.28,1.96,2.54
P0A780,5.02,4.62,9.18,3.49,4.82,2.81,9,6.22,7.47,3.47,7.18,3.66,4.07,5.36,16.74,21.35,12.04,10.05,5.74,6.89,4.4,2.56
P0A7Y0,18.57,5.55,8.64,13.18,5.26,6.66,3.98,14.57,3.13,3.2,13.62,11.86,10.44,18.74,10.16,11.69,3.05,6.98,3.37,10.73,7.52,12.87
P75960,3.77,1.43,7.27,5.91,6.79,5.64,6.83,12.55,6.33,5.16,14.91,4.47,13.65,4.83,5.84,3.84,5.07,5.54,5.45,3.98,6.43,2.19
P24255,6.47,5.31,1.44,4.73,3.41,12.92,2.58,1.69,4.49,6.04,8.6,4.31,6.52,47.65,15.42,24.18,5.15,5.76,4.79,11.27,2.09,9.04
P0A800,9.26,1.2,5.57,5.65,10.44,14.82,6.55,4.11,9.76,13.39,13.05,6.47,8.87,7.89,6.8,6.77,4.71,3.55,6.67,3.38,7.47,5.51
P0ACM5,,,,,,,,,,,,,,,,,,,,,,
P0ACP1,10.04,6.19,16.02,9.42,6.24,13.29,7.63,13.88,4.61,8.02,10.01,5.36,15.96,6.05,24.16,3,7.95,9.02,14.67,9.27,14.98,0.97
P0A6N4,2.47,5.62,4.2,6.93,12.93,7.13,5.42,3.63,5.15,5.41,1.97,2.53,13.1,10.35,11.99,16.54,6.22,5.68,10.49,5.66,10.63,5.57
P0A7R1,16.06,5.06,5.72,6.41,2.47,7.1,7.35,10.02,6.3,3,8.13,10.74,4.39,1.75,4.52,7.91,5.07,4.76,5.07,3.12,7.06,3.75
P0A7K2,14.12,6.11,6.89,1.93,6.35,12.23,5.39,10.01,3.88,1.38,6.71,6.73,8.61,7.23,9.39,11.96,0.95,6.8,4.73,9.77,9.38,5.79
P0A7M2,5.64,3.1,7.97,9.25,16.47,32.18,6.6,36.56,10.77,25.26,11.79,3.42,1.11,5.64,39.97,9.58,12.77,19.69,12.38,17.12,10.28,8.81
P0AG51,12.4,1.59,18.41,15.16,10.07,3.86,11.04,13.31,12.47,0.83,2.29,4.86,9,8.05,1.94,19.15,17.77,4.94,15.77,5.76,14.55,8.61
P39406,12.13,4.88,8.3,7.93,5.73,6.8,5.6,16.65,8.93,3.48,6.64,8.55,20.66,21.16,12.77,9.72,15.04,4.72,6.46,4.62,1.47,3.89
P32695,21.06,10.22,20.91,9.42,9.95,4.45,3.43,18.71,5.27,2.85,11.01,12.53,12.95,5.32,6.05,19.69,10.06,0.89,7.94,11.47,5.66,3.01
P0A6N8,15.36,6.07,0.6,4.75,3.37,5.61,2.48,7.5,1.45,6.11,4.09,5.3,18.02,7.66,5.88,7.19,8.21,2.88,18.84,15.32,10.98,2.97
P0AGJ5,13.54,2.35,4.27,6.12,4.78,4.16,6.84,8.46,4.02,2.92,4.29,2.38,5.32,12.34,3.75,0.25,8.34,8.61,5.5,7.81,7.51,2.71
