,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
b3291,5.7806921421E-05,3.56534037857E-05,3.27622961185E-05,4.41385080849E-05,3.40493410204E-05,3.16921520755E-05,3.73362128868E-05
b3602,6.22067324605E-05,3.49418859451E-05,5.26185830523E-05,7.13886723329E-05,5.4374455972E-05,0.000077235,3.73265483121E-05
b1174,5.37976665526E-05,4.58822210861E-05,6.00298875076E-05,5.60086017399E-05,5.21567194924E-05,6.07130529298E-05,3.73082904642E-05
b3438,4.81036181268E-05,3.67093004014E-05,3.09105250229E-05,4.24928581121E-05,3.87262523885E-05,3.73612227948E-05,3.72526962014E-05
b3318,2.65742993268E-05,2.00933453109E-05,2.70074867978E-05,3.73365835944E-05,5.07422948176E-05,3.33888033064E-05,3.72489260037E-05
b1864,2.61061641601E-05,2.22948052861E-05,0.000026112,2.94064617522E-05,3.08696979467E-05,2.80949268141E-05,3.70935108408E-05
b2916,4.02256585044E-05,3.003681492E-05,4.21241852072E-05,3.47736468249E-05,3.56154143248E-05,2.90527605125E-05,3.70443791581E-05
b2039,1.95868200702E-05,2.89916240945E-05,2.51015163574E-05,3.88252579652E-05,2.90455792096E-05,2.94148132627E-05,0.000036799
b1067,0.000040498,3.87614883888E-05,3.55447487484E-05,3.76469385333E-05,3.54824619825E-05,2.99868967935E-05,3.67396855594E-05
b0763,5.05564086723E-05,3.62117747751E-05,4.44153707707E-05,0.000051898,3.91220768737E-05,4.23192463504E-05,0.000036682
b0109,3.79174446172E-05,2.90072035201E-05,3.93747933582E-05,3.50673916325E-05,3.64454145625E-05,3.57583100476E-05,3.6638630617E-05
b1380,2.2930459661E-05,2.91662882055E-05,4.01432164844E-05,3.61279299389E-05,1.13982644032E-05,1.63905274946E-05,3.66261812776E-05
b2909,2.77823519675E-05,0.000029293,3.64413601426E-05,0.000030502,2.51794862741E-05,2.77390780814E-05,3.65917398972E-05
b1767,2.13334498488E-05,2.27397393307E-05,2.04280919163E-05,2.21393608356E-05,2.84382853182E-05,2.26194717244E-05,0.000036436
b0820,1.72422887864E-05,1.79596819636E-05,1.94482114158E-05,2.35441992783E-05,2.89675871977E-05,2.24794742453E-05,3.63524869124E-05
b4349,1.65284339798E-05,1.36836669189E-05,2.34733146396E-05,2.55338566266E-05,2.78659066629E-05,2.59449077529E-05,3.63391136081E-05
b1133,1.3509839709E-05,0.000022731,2.01152765352E-05,2.56682022923E-05,2.08161704684E-05,1.57216953791E-05,3.6298885289E-05
b2901,3.73467214025E-05,3.34544567126E-05,4.44784275229E-05,3.89952491404E-05,0.000029144,3.11377947203E-05,3.61735756486E-05
b1749,3.28956436538E-05,2.98522111169E-05,3.13175638037E-05,2.97742517101E-05,2.31901836262E-05,2.88557597264E-05,3.61118597004E-05
b0333,0.0001025408,1.47362557553E-05,1.71811521252E-05,2.4700804618E-05,2.74695483654E-05,2.31424910271E-05,3.58991007093E-05
b3385,1.91329471084E-05,2.48265498121E-05,0.000028549,3.01846009415E-05,0.000021402,2.32609476926E-05,0.000035826
b0028,4.54427268055E-05,5.38744675761E-05,3.80428630358E-05,4.1509269574E-05,0.000047824,3.81156103255E-05,3.5755607403E-05
b0420,0.000034422,3.11164342497E-05,4.18641340744E-05,3.90731196289E-05,3.4159306364E-05,4.2057574387E-05,3.57536125084E-05
b2524,2.34288653788E-05,2.7624568136E-05,2.17694946477E-05,2.1749492648E-05,0,2.3804868674E-05,3.57178703727E-05
b3730,2.88147302362E-05,0.000028588,3.48623000058E-05,3.99235925689E-05,4.45593754033E-05,3.44720636959E-05,3.56391285959E-05
b1778,4.42624666523E-05,5.22955633477E-05,5.3561907006E-05,4.34070795101E-05,2.81514064368E-05,4.56406624943E-05,0.000035608
b1908,3.32468320379E-05,3.72804977472E-05,3.16803318481E-05,2.73992274898E-05,1.56841468453E-05,1.79444019818E-05,3.56062998521E-05
b3830,0.000077596,9.2722396934E-05,5.58255653016E-05,6.2585408624E-05,4.81444235381E-05,6.80983898257E-05,3.55325325709E-05
b0733,5.24984507491E-05,5.44898330883E-05,3.96148090387E-05,5.75036043349E-05,6.76976110067E-05,4.98499284076E-05,3.55198439795E-05
b0927,2.0365300735E-05,3.5118628896E-05,2.91237035844E-05,2.78684943411E-05,3.11708894421E-05,2.09627664136E-05,3.54837921616E-05
b0003,2.33442088075E-05,2.79795745457E-05,5.69392691371E-05,0.00002834,4.07106443041E-05,2.62637957517E-05,3.53931668906E-05
b2343,2.94798690482E-05,3.94296550246E-05,4.05346803955E-05,4.04887985577E-05,0.000035667,4.45676472892E-05,3.51183282107E-05
b4558,3.03076120418E-05,2.83877280997E-05,4.31368852236E-05,3.67485491547E-05,3.57383188321E-05,3.34946553419E-05,3.50233306676E-05
b1967,5.98100946034E-05,8.30416619176E-05,2.15844176127E-05,3.57691855791E-05,2.45033178169E-05,0.000032086,3.47009128014E-05
b2235,3.0313184585E-05,3.58515651634E-05,3.55778989776E-05,3.26435784521E-05,3.53288018874E-05,3.12867865917E-05,3.464180535E-05
b2284,6.57439292034E-05,5.50043713317E-05,6.47273893578E-05,8.06955093492E-05,6.62516790835E-05,7.76815413044E-05,3.43595810001E-05
b3244,2.45248267767E-05,2.50878487843E-05,2.05768232029E-05,2.34546144193E-05,1.86312261716E-05,0.000013903,3.37941470354E-05
b0393,2.90328136185E-05,2.08515354733E-05,0.000030798,2.75281010303E-05,2.50138215019E-05,2.91488689128E-05,3.37940921424E-05
b1832,0.000051503,3.54304616605E-05,3.39160606868E-05,3.70409371905E-05,0.0001112215,4.16156102199E-05,3.37347046613E-05
b1275,2.29196900017E-05,2.39834934371E-05,2.46195416307E-05,2.77562562964E-05,2.21080689331E-05,2.47783804764E-05,3.35211863835E-05
b0382,3.90283916524E-05,5.50589453232E-05,6.53184015703E-05,5.40425353188E-05,3.51784329873E-05,0.000056695,3.33435389291E-05
b0607,2.83106443189E-05,4.71275972687E-05,3.43643988642E-05,3.30413828236E-05,2.40822686708E-05,3.14614017324E-05,3.31381669723E-05
b0809,5.04261026789E-05,4.34134540955E-05,5.95761743359E-05,5.11215123039E-05,3.91188331928E-05,5.83101644901E-05,3.30501940338E-05
b1678,2.96593539141E-05,2.28015425369E-05,1.35528188083E-05,1.69303496254E-05,2.17468324064E-05,1.8979285782E-05,3.30066683394E-05
b2750,1.38926946564E-05,2.30433180113E-05,2.13440723109E-05,2.31227415998E-05,2.28003371209E-05,1.95990862416E-05,3.29953833481E-05
b3526,2.90264410337E-05,4.07020617326E-05,3.47539047246E-05,3.09818138627E-05,2.6077599283E-05,1.8587522652E-05,3.28949389996E-05
b1014,2.52926745433E-05,3.68666230298E-05,3.47364955406E-05,3.68444788953E-05,3.3254913594E-05,3.20100845534E-05,3.27107095991E-05
b0171,2.79867186759E-05,0.000025066,0.000029955,3.12296160031E-05,2.41497446324E-05,3.43628726372E-05,3.26503403276E-05
b2300,2.75122672117E-05,2.07302484357E-05,2.47027749067E-05,2.24013322844E-05,2.29795631968E-05,2.30545518411E-05,3.23232514073E-05
b0679,0.0001773419,5.79043521068E-05,9.14348657616E-05,7.10496716171E-05,5.82992753814E-05,7.59959006382E-05,3.22317049627E-05
b3183,2.93388884503E-05,2.75298261165E-05,2.67502026541E-05,2.55543958666E-05,2.6014084707E-05,2.74606350404E-05,0.000032031
b4322,4.26083582025E-05,0.000034086,2.99737911268E-05,4.21995120326E-05,2.74111152105E-05,3.33434838884E-05,0.000031365
b2262,3.66368130116E-05,3.38508797508E-05,2.96178864798E-05,0.000032008,2.52974322338E-05,3.54867678313E-05,3.12644166915E-05
b1480,5.16424778961E-05,4.80464768598E-05,3.70078791281E-05,5.31673468166E-05,2.98342950042E-05,3.87575133891E-05,3.12218457188E-05
b4233,2.1879503958E-05,2.31925724125E-05,2.71887001046E-05,2.69779415314E-05,2.10125042252E-05,2.49264146979E-05,3.12188110807E-05
b4041,3.7092336215E-05,3.24560678432E-05,0.000051227,3.30294479547E-05,3.98841207757E-05,3.11455263951E-05,3.11616423176E-05
b3556,1.19678983866E-05,1.10677756749E-05,1.2762513033E-05,1.24232500328E-05,1.5035080496E-05,1.43949118963E-05,3.11543338006E-05
b1198,1.34388117963E-05,7.82070637914E-06,1.34404939907E-05,4.38562301874E-05,2.04058951061E-05,7.49775360872E-06,0.000031033
b1662,2.5702462335E-05,3.19813929132E-05,2.22835266459E-05,2.73267755551E-05,2.95857343456E-05,2.4684140978E-05,3.10007510857E-05
b3429,4.08432982485E-05,4.80743300949E-05,4.52171669953E-05,3.92521037445E-05,4.30284889649E-05,3.32891204549E-05,3.09472104177E-05
b3038,1.9282082649E-05,2.16118821046E-05,4.17252458146E-05,3.7933414805E-05,3.2163077639E-05,2.85997110796E-05,3.07697265281E-05
b1412,2.04623656919E-05,2.963156637E-05,1.79086940137E-05,3.10514402577E-05,4.11518886792E-05,3.40934342139E-05,3.07623000223E-05
b3845,0.0001198563,0.000074582,8.58867825836E-05,3.95858320864E-05,2.45194100156E-05,7.67284700968E-05,3.07527164045E-05
b1682,3.27202770635E-05,0.000023796,3.43904430984E-05,2.78382392082E-05,3.00550541686E-05,2.42712437025E-05,3.06696229715E-05
b2388,8.79956733134E-05,4.55655958147E-05,4.35683671715E-05,6.45309450573E-05,9.00147702671E-05,5.195806597E-05,3.05672691581E-05
b1839,0.00000835,1.33004313348E-05,1.65268096269E-05,1.41653800428E-05,1.65939192951E-05,1.21181979236E-05,3.05497414751E-05
b3042,2.33851054193E-05,2.19603570529E-05,2.31172741635E-05,2.82372835871E-05,2.42418661078E-05,2.36236822335E-05,0.000030371
b3287,1.39505078226E-05,1.24852947364E-05,0.000012028,1.24128779126E-05,1.73537796562E-05,1.71069247141E-05,3.0342552401E-05
b0416,4.09228573275E-05,2.90134298779E-05,3.01676101092E-05,2.89715197458E-05,4.81313718167E-05,4.15047940118E-05,3.01761675382E-05
b2527,1.09063449349E-05,1.62903507319E-05,1.96784264684E-05,2.04492682286E-05,1.25923134079E-05,9.98874432833E-06,3.01632809911E-05
b1334,2.44668142058E-05,1.98871239264E-05,2.24342079211E-05,3.34747840505E-05,3.27627440439E-05,4.16765541712E-05,0.000030159
b2564,8.24487308922E-05,3.68338363825E-05,4.15588654436E-05,3.79031122991E-05,7.07533787943E-05,8.31036391925E-05,3.01467069692E-05
b3279,2.70507023871E-05,1.26255911468E-05,2.21985043693E-05,2.35376478517E-05,3.5671333692E-05,2.47993296212E-05,3.01274644441E-05
b0419,0.000051793,4.35711018099E-05,3.0779897388E-05,4.00554302308E-05,2.62150920877E-05,3.02538130508E-05,2.99833560812E-05
b4172,3.10423558663E-05,2.64807347977E-05,3.21611081947E-05,3.55328398612E-05,2.89531788223E-05,3.54205209157E-05,2.99458604154E-05
b3844,4.2764946821E-05,3.61276195359E-05,4.00073283474E-05,0.000035984,3.70073436795E-05,4.46122885774E-05,2.98962131359E-05
b1108,4.40661425288E-05,0.000034052,2.93757471016E-05,3.2703287149E-05,2.76057000549E-05,3.13595056537E-05,2.98127836298E-05
b0092,0.000033319,3.58095196114E-05,3.41252989198E-05,2.95458206552E-05,2.93730600412E-05,2.95975556756E-05,2.97437072005E-05
b2528,2.03772324261E-05,1.84648994761E-05,1.71265697108E-05,2.62018600032E-05,3.50442135521E-05,2.83296417461E-05,2.97083010983E-05
b2567,2.64622405375E-05,2.60561838898E-05,2.53972469072E-05,2.88132689901E-05,3.0462706742E-05,2.89192421388E-05,2.95913760617E-05
b2303,2.14653332465E-05,1.97183688031E-05,2.37992657984E-05,3.2324814047E-05,3.29076010112E-05,2.72077520825E-05,2.94892680955E-05
b2319,2.34227820534E-05,0.00002074,1.83576884396E-05,2.25673355413E-05,2.20471011931E-05,2.0329666046E-05,0.000029378
b0805,1.11615291636E-05,1.7628364821E-05,1.06586426508E-05,0.000017378,1.84545058697E-05,2.03637520904E-05,2.93444295301E-05
b4266,1.80668070987E-05,0.00002358,2.46411869119E-05,2.02348243309E-05,0,2.17122875396E-05,2.93345742335E-05
b2315,0.000014323,1.71629039E-05,2.16993066571E-05,2.41471631128E-05,2.05015469998E-05,0.000021347,2.93203998124E-05
b3440,2.57547777369E-05,2.8359079715E-05,3.1593531222E-05,3.04294238112E-05,2.68135494566E-05,2.6932599272E-05,2.91278967936E-05
b0409,2.17946781138E-05,0.000071874,3.52227971795E-05,3.66615490224E-05,0.000033693,3.29926541374E-05,2.91264909677E-05
b1827,3.9080781522E-05,2.91578391178E-05,0.000033066,3.22774828066E-05,3.62704001073E-05,3.89775414104E-05,2.90610627532E-05
b0678,0.0001746511,4.58564827175E-05,3.37564840881E-05,4.56218921224E-05,3.66354441688E-05,3.84123643902E-05,2.90352050671E-05
b1267,5.14840950909E-05,0.000036729,3.32178808408E-05,3.59708816974E-05,3.05542477717E-05,2.9357922488E-05,2.90325769265E-05
b0405,0.000014698,1.49683086325E-05,1.08771492262E-05,1.74981612194E-05,1.93971466297E-05,1.76513076651E-05,2.90287773012E-05
b2818,1.34808294629E-05,1.6935643577E-05,2.43955497136E-05,0.000023761,0.000026722,1.86113404539E-05,0.000028993
b1272,2.15884130151E-05,2.31405589401E-05,0.000028171,3.05999195916E-05,0.000041434,2.66371950784E-05,2.88390866151E-05
b2431,2.35382533802E-05,3.08203251601E-05,3.59095656102E-05,3.34105546534E-05,2.56417558639E-05,2.50438766122E-05,2.86232361222E-05
b0835,8.30446965479E-06,1.21287282913E-05,1.31264493478E-05,1.69127605357E-05,1.79299496034E-05,1.76648509932E-05,0.000028605
b0891,1.95644837075E-05,3.16324238043E-05,3.00328276325E-05,2.94478735021E-05,1.96800733683E-05,1.54924082758E-05,0.000028546
b3202,2.29511111037E-05,2.1254532218E-05,2.47562264411E-05,2.43201695975E-05,1.94248517464E-05,1.88435909363E-05,2.84992210789E-05
b4219,4.37140952325E-05,2.72113794541E-05,3.07555205875E-05,3.07372682514E-05,2.56208119683E-05,2.25538658099E-05,2.83904935377E-05
b2608,1.54830619552E-05,1.70113407336E-05,0.000018129,2.02023630974E-05,1.96352720699E-05,1.92354448919E-05,2.83140690938E-05
b0871,7.21944722297E-05,5.90029199504E-05,1.87574203388E-05,0.000032918,0.000026378,3.22249054676E-05,2.83067511179E-05
b0864,4.27927055788E-05,2.36188342935E-05,3.04561944755E-05,2.75859010207E-05,3.16752532527E-05,3.88087025665E-05,2.81716941511E-05
b1444,0.0002355295,5.71181882797E-05,0.0001210671,0.0001223754,2.8034294332E-05,0.0001890058,2.81579106279E-05
b1105,2.25592577385E-05,0.000025806,2.57382920978E-05,3.10734557447E-05,2.25192647664E-05,2.22113756106E-05,2.81244073845E-05
b1120,3.30191194675E-05,2.86163180647E-05,3.40893890883E-05,3.53741723469E-05,3.56520743063E-05,4.02507721538E-05,2.81190503693E-05
b2553,2.5186453102E-05,2.32866751993E-05,3.30971178628E-05,3.5897276933E-05,2.77671286613E-05,2.92230649611E-05,2.80866161326E-05
b0628,3.55847522432E-05,3.59419324557E-05,6.24302914565E-05,3.76598126641E-05,5.12853813625E-05,5.83796314897E-05,2.79517166584E-05
b0369,2.76593818985E-05,2.5560709276E-05,2.70516558224E-05,2.54303649753E-05,2.41546137982E-05,2.41707637088E-05,2.7781502719E-05
b1635,4.53941376155E-05,4.28288415806E-05,4.01321000029E-05,3.42875328186E-05,2.25256301772E-05,2.74213815537E-05,2.77566104371E-05
b2585,3.93545890864E-05,3.26346676257E-05,4.86557133128E-05,3.89076738564E-05,3.6102637687E-05,4.30915073632E-05,2.76896795806E-05
b3204,9.84213268449E-05,2.79156579714E-05,2.99487081199E-05,3.08317264091E-05,0.000027036,4.69019022582E-05,2.74121290028E-05
b1870,1.57170795849E-05,0.000015821,1.51697373954E-05,2.10367486111E-05,0.000015246,1.41798177405E-05,2.73771071248E-05
b1204,0.000012713,1.46629247238E-05,0.000020234,1.8666306971E-05,1.85127169163E-05,1.83454698323E-05,2.73735397058E-05
b0386,0.000042872,2.87831455692E-05,0.000022758,2.4142250716E-05,1.75758657816E-05,2.20578342131E-05,2.73565827772E-05
b4168,2.94617349126E-05,2.40527992237E-05,2.63908549017E-05,2.85341808749E-05,2.57688543557E-05,2.31993195857E-05,2.72999173038E-05
b0757,0.0004508703,4.71619088433E-05,4.3116190282E-05,4.67082456066E-05,0.000035168,5.76159104309E-05,2.70950704465E-05
b3697,1.1860313808E-05,1.07258107592E-05,9.752886413E-06,1.73542331384E-05,1.82686444935E-05,0.00001462,2.68849091783E-05
b3150,2.90366394522E-05,2.13531962774E-05,3.3019721795E-05,3.02581987695E-05,2.14665861783E-05,2.15912447688E-05,2.67554474528E-05
b0918,2.000144966E-05,1.75337951077E-05,2.52766010962E-05,0.000021426,2.58067997862E-05,2.53265648331E-05,2.66971121397E-05
b2576,2.22766287159E-05,3.13904823021E-05,2.79800639257E-05,0.000029828,3.22911510958E-05,2.61282387549E-05,2.66007649998E-05
b0287,0.000013657,1.4760136559E-05,1.28854509866E-05,1.67110630807E-05,0.000014117,1.46808120844E-05,2.64794815208E-05
b0838,3.33363608031E-05,4.16141738606E-05,2.8516655824E-05,2.68570611971E-05,1.7418157826E-05,1.56786895343E-05,2.63240858918E-05
b4111,1.29887222722E-05,0.000006422,0.000005109,9.65838800502E-06,2.10419008621E-05,1.21924941166E-05,2.60824137232E-05
b2511,1.51690540509E-05,2.19252340758E-05,2.13476572577E-05,1.76255643805E-05,2.17248348205E-05,1.31374842252E-05,2.60431039917E-05
b0963,2.08964039437E-05,4.3944428935E-05,5.35678076605E-05,5.02707841162E-05,1.78666796709E-05,2.97266886026E-05,2.60381785036E-05
b4161,1.92803102102E-05,1.68383419303E-05,2.44726954165E-05,2.44456283991E-05,1.87745905327E-05,0.000018551,2.60018541612E-05
b1857,9.55355824524E-06,7.04847861719E-06,0.000008996,0.00001407,1.39786790233E-05,0.00001656,2.59523625859E-05
b1683,5.5180414444E-05,2.5766799117E-05,3.00965508083E-05,0.000026641,2.89512760032E-05,2.62878866249E-05,2.58163868906E-05
b2594,1.33537898447E-05,2.57347823546E-05,1.98638701608E-05,1.42396453837E-05,1.24250790299E-05,1.27419382819E-05,2.57021874519E-05
b3407,1.78345044211E-05,1.94514373566E-05,2.44777856078E-05,2.19012428601E-05,3.5751922049E-05,2.72067922199E-05,2.55591013434E-05
b1829,1.42313733555E-05,1.77777495416E-05,0.000029765,2.4025132751E-05,2.24681699284E-05,1.89534288291E-05,0.000025503
b3592,3.15402085076E-05,2.07676334925E-05,2.87382930541E-05,2.6905752287E-05,2.31304589125E-05,2.42714166719E-05,2.5457577127E-05
b3706,2.65305767279E-05,2.45036606285E-05,2.6098778925E-05,0.000022138,2.02669362236E-05,0.000023349,2.54384860903E-05
b2954,1.31649085276E-05,1.4763423335E-05,1.92966421577E-05,1.8891295564E-05,1.66866158126E-05,1.82017872947E-05,0.00002523
b0775,9.43874721954E-06,7.88732139219E-06,5.68807102253E-06,1.37231702813E-05,1.5901801435E-05,1.67627341111E-05,2.50663389262E-05
b0750,8.41805963006E-06,1.84897937792E-05,1.7708738038E-05,1.65808550399E-05,1.77066005301E-05,1.31954697209E-05,2.49275202379E-05
b1035,1.03704456113E-05,1.38204650992E-05,0.000016945,2.07084460891E-05,1.67105926896E-05,1.71504140535E-05,2.49093947475E-05
b3346,1.85641629282E-05,3.0303442992E-05,2.24607525743E-05,2.36534521732E-05,0.000014677,1.3747715241E-05,2.48304513645E-05
b0198,0.000007641,1.15940680142E-05,0.000022244,1.60376659429E-05,1.81795076948E-05,1.19977253793E-05,2.47968170233E-05
b3054,2.55072452949E-05,2.13140870363E-05,2.81701660062E-05,2.75718673677E-05,2.90447394032E-05,2.45833324666E-05,2.4637353355E-05
b2285,3.84326527277E-05,3.19220688116E-05,4.46206480184E-05,4.95246999053E-05,3.39537182206E-05,4.91731887901E-05,2.46362931125E-05
b4222,0.000019347,1.42672678128E-05,1.33457561207E-05,2.84801325463E-05,2.86062330385E-05,2.24545334931E-05,2.45697924806E-05
b2742,2.19956158154E-05,1.59330981285E-05,2.59955360576E-05,2.44203122743E-05,1.72550913834E-05,1.69806553207E-05,2.44960733258E-05
b3846,0.000213292,0.0001064519,0.0001649838,4.2277200319E-05,0.000044713,0.0001426598,2.44582743983E-05
b0391,0.000023428,1.24556987156E-05,2.77831224951E-05,3.45713382492E-05,2.71188034144E-05,2.03578473768E-05,2.43896983539E-05
b4178,9.86662141652E-07,1.18856380812E-06,7.88723301325E-07,1.51430185017E-06,0,1.45767234537E-06,2.409572827E-05
b2895,0.000006636,8.40848272764E-06,1.07271878914E-05,1.02435596986E-05,1.47829436134E-05,1.25616165501E-05,2.4086443787E-05
b3843,3.41771063815E-05,3.44589188167E-05,0.000040508,2.99945317571E-05,2.9696372986E-05,3.13644612193E-05,2.40813261576E-05
b2081,9.60244965883E-06,0.000018935,1.23742635434E-05,1.65100716093E-05,0.000019926,1.92743671769E-05,2.4021568728E-05
b3961,2.67401007287E-05,1.56541169647E-05,2.92844396924E-05,2.4446583673E-05,2.6297421772E-05,2.17307017579E-05,2.40161377642E-05
b0917,2.12851360849E-05,1.52803519015E-05,2.12196194898E-05,0.000024763,2.50224303868E-05,2.50545894254E-05,0.000023797
b4058,3.32421785242E-05,2.38242467775E-05,2.21629123313E-05,2.32762275392E-05,2.20117927046E-05,2.27337228481E-05,2.34111590395E-05
b3541,3.3906072598E-05,3.05442824766E-05,4.76462261309E-05,0.000039979,3.54363785771E-05,4.64673411499E-05,2.32815493479E-05
b2132,1.40870655092E-05,2.12778977811E-05,2.64161458164E-05,2.38253731206E-05,1.7967927997E-05,1.8872628794E-05,2.32462556391E-05
b2696,1.01459285797E-05,1.95134274285E-05,1.78113220952E-05,1.48521301354E-05,1.20673577217E-05,1.14818193711E-05,2.31642508909E-05
b1976,5.37274631524E-05,4.53436899852E-05,4.2668777951E-05,3.91184438538E-05,2.92452428721E-05,5.91251225599E-05,2.31116635061E-05
b0082,2.3960793587E-05,2.35161373091E-05,3.02079121727E-05,0.000022091,0.000026034,2.40557425719E-05,0.000023082
b0388,1.13704205758E-05,1.69463265846E-05,2.19974765778E-05,1.30847251285E-05,1.4132724891E-05,1.56084475849E-05,2.30676539325E-05
b3891,1.82780738257E-05,1.57824621014E-05,2.04841929526E-05,1.56493296195E-05,1.46846546024E-05,1.89876731689E-05,2.29921760155E-05
b2988,1.04033834158E-05,1.04360820778E-05,9.67927709566E-06,1.11556643371E-05,1.95671586396E-05,0.000008214,2.29345907658E-05
b3565,2.38488620205E-05,2.38472025359E-05,1.9497484982E-05,2.16605601319E-05,2.02778032642E-05,2.15171968217E-05,0.000022922
