reaction_id,reaction_string,EC_number
DCYTt2pp,Deoxycytidine + H+ ⇒ Deoxycytidine + H+,
DCYTtex,Deoxycytidine ⇒ Deoxycytidine,
DDCAtexi,Dodecanoate (n-C12:0) ⇒ Dodecanoate (n-C12:0),
DDGALK,2-Dehydro-3-deoxy-D-galactonate + ATP ⇒ 2-Dehydro-3-deoxy-D-galactonate 6-phosphate + ADP + H+,2.7.1.58
DDGLCNt2rpp,2-Dehydro-3-deoxy-D-gluconate + H+ ⇒ 2-Dehydro-3-deoxy-D-gluconate + H+,
DDGLCNtex,2-Dehydro-3-deoxy-D-gluconate ⇒ 2-Dehydro-3-deoxy-D-gluconate,
DDGLK,2-Dehydro-3-deoxy-D-gluconate + ATP ⇒ 2-Dehydro-3-deoxy-D-gluconate 6-phosphate + ADP + H+,2.7.1.45
DDPA,D-Erythrose 4-phosphate + H2O + Phosphoenolpyruvate ⇒ 2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate + Phosphate,2.5.1.54
DDPGALA,2-Dehydro-3-deoxy-D-galactonate 6-phosphate ⇒ Glyceraldehyde 3-phosphate + Pyruvate,4.1.2.55
DGK1,ATP + DGMP ⇒ ADP + DGDP,2.7.4.8
DGMPtex,DGMP ⇒ DGMP,
DGSNt2pp,Deoxyguanosine + H+ ⇒ Deoxyguanosine + H+,
DGSNtex,Deoxyguanosine ⇒ Deoxyguanosine,
DHACOAH,"2,3-dehydroadipyl-CoA + H2O ⇒ (3S)-3-Hydroxyadipyl-CoA",4.2.1.17
DHAD1,"(R)-2,3-Dihydroxy-3-methylbutanoate ⇒ 3-Methyl-2-oxobutanoate + H2O",4.2.1.9
DHAD2,"(R)-2,3-Dihydroxy-3-methylpentanoate ⇒ (S)-3-Methyl-2-oxopentanoate + H2O",4.2.1.9
DHAPT,Dihydroxyacetone + Phosphoenolpyruvate ⇒ Dihydroxyacetone phosphate + Pyruvate,2.7.1.121
DHAtex,Dihydroxyacetone ⇒ Dihydroxyacetone,
DHAtpp,Dihydroxyacetone ⇒ Dihydroxyacetone,
DHBD,"2,3-Dihydro-2,3-dihydroxybenzoate + Nicotinamide adenine dinucleotide ⇒ 2,3-Dihydroxybenzoate + H+ + Nicotinamide adenine dinucleotide - reduced",1.3.1.28
DHBS,"2,3-Dihydroxybenzoate + ATP + H+ ⇒ (2,3-Dihydroxybenzoyl)adenylate + Diphosphate",2.7.7.58
DHBSH,"2,3-dihydroxybenzoylserine + H2O ⇒ 2,3-Dihydroxybenzoate + L-Serine",
DHCIND,"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol + Nicotinamide adenine dinucleotide ⇒ 2,3-dihydroxicinnamic acid + H+ + Nicotinamide adenine dinucleotide - reduced",1.3.1.87
DHCINDO,"2,3-dihydroxicinnamic acid + O2 ⇒ H+ + 2-hydroxy-6-ketononatrienedioate",1.13.11.16
DHDPRy,"2,3-Dihydrodipicolinate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + 2,3,4,5-Tetrahydrodipicolinate",1.3.1.26
DHDPS,"L-Aspartate 4-semialdehyde + Pyruvate ⇒ 2,3-Dihydrodipicolinate + 2.0 H2O + H+",
DHFR,"7,8-Dihydrofolate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + 5,6,7,8-Tetrahydrofolate",1.5.1.3
DHFS,"ATP + Dihydropteroate + L-Glutamate ⇒ ADP + 7,8-Dihydrofolate + H+ + Phosphate",6.3.2.17
DHMPTR,Dihydromonapterin + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + Tetrahydromonapterin,
DHNAOT4,"1,4-Dihydroxy-2-naphthoate + H+ + All-trans-Octaprenyl diphosphate ⇒ 2-Demethylmenaquinol 8 + CO2 + Diphosphate",2.5.1.74
DHNCOAS,"H+ + O-Succinylbenzoyl-CoA ⇒ 1,4-dihydroxy-2-napthoyl-CoA + H2O",
DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA + H2O ⇒ Coenzyme A + 1,4-Dihydroxy-2-naphthoate + H+",
DHNPA2r,Dihydroneopterin ⇒ 6-hydroxymethyl dihydropterin + Glycolaldehyde,4.1.2.25
DHNPTE,Dihydroneopterin ⇒ Dihydromonapterin,
DHORD2,(S)-Dihydroorotate + Ubiquinone-8 ⇒ Orotate + Ubiquinol-8,
DHORD5,(S)-Dihydroorotate + Menaquinone 8 ⇒ Menaquinol 8 + Orotate,
DHORDfum,(S)-Dihydroorotate + Fumarate ⇒ Orotate + Succinate,1.3.98.1
DHORTS,(S)-Dihydroorotate + H2O ⇒ N-Carbamoyl-L-aspartate + H+,3.5.2.3
DHPPD,"Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol + Nicotinamide adenine dinucleotide ⇒ 3-(2,3-Dihydroxyphenyl)propanoate + H+ + Nicotinamide adenine dinucleotide - reduced",1.3.1.87
DHPPDA2,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate + H2O + H+ ⇒ 5-Amino-6-(5'-phosphoribosylamino)uracil + Ammonium",3.5.4.26
DHPS2,4-Aminobenzoate + 6-hydroxymethyl-dihydropterin pyrophosphate ⇒ Dihydropteroate + Diphosphate,2.5.1.15
DHPTDCs2,"4,5-dihydroxy-2,3-pentanedione ⇒ (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",
DHPTDNR,"6,7-Dihydropteridine + 3.0 H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + 5,6,7,8-tetrahydropteridine",1.5.1.34
DHPTDNRN,"6,7-Dihydropteridine + 3.0 H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Nicotinamide adenine dinucleotide + 5,6,7,8-tetrahydropteridine",1.5.1.34
DHPTPE,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate ⇒ Dihydromonapterin-triphosphate",5.1.99.d
DHQS,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate ⇒ 3-Dehydroquinate + Phosphate,4.2.3.4
DHQTi,3-Dehydroquinate ⇒ 3-Dehydroshikimate + H2O,4.2.1.10
DIMPtex,DIMP ⇒ DIMP,
DINSt2pp,Deoxyinosine + H+ ⇒ Deoxyinosine + H+,
DINStex,Deoxyinosine ⇒ Deoxyinosine,
DKGLCNR1,"2,5-diketo-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 2-Dehydro-L-gulonate + Nicotinamide adenine dinucleotide phosphate",
DKGLCNR2x,"2,5-diketo-D-gluconate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 5-Dehydro-D-gluconate + Nicotinamide adenine dinucleotide",
DKGLCNR2y,"2,5-diketo-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 5-Dehydro-D-gluconate + Nicotinamide adenine dinucleotide phosphate",1.1.1.215
DMATT,Dimethylallyl diphosphate + Isopentenyl diphosphate ⇒ Geranyl diphosphate + Diphosphate,2.5.1.1
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Dimethylallyl diphosphate + H2O + Nicotinamide adenine dinucleotide,1.17.1.2
DMQMT,"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol + S-Adenosyl-L-methionine ⇒ S-Adenosyl-L-homocysteine + H+ + Ubiquinol-8",2.1.1.64
DMSOR1,Dimethyl sulfoxide + Menaquinol 8 ⇒ Dimethyl sulfide + H2O + Menaquinone 8,
DMSOR1pp,Dimethyl sulfoxide + Menaquinol 8 ⇒ Dimethyl sulfide + H2O + Menaquinone 8,
DMSOR2,2-Demethylmenaquinol 8 + Dimethyl sulfoxide ⇒ 2-Demethylmenaquinone 8 + Dimethyl sulfide + H2O,
DMSOR2pp,2-Demethylmenaquinol 8 + Dimethyl sulfoxide ⇒ 2-Demethylmenaquinone 8 + Dimethyl sulfide + H2O,
DMSOtex,Dimethyl sulfoxide ⇒ Dimethyl sulfoxide,
DMSOtpp,Dimethyl sulfoxide ⇒ Dimethyl sulfoxide,
DMStex,Dimethyl sulfide ⇒ Dimethyl sulfide,
DNMPPA,Dihydroneopterin monophosphate + H2O ⇒ Dihydroneopterin + Phosphate,3.6.1.-
DNTPPA,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate + H2O ⇒ Dihydroneopterin monophosphate + H+ + Diphosphate",3.6.1.67
DOGULNR,"2,3-Dioxo-L-gulonate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 3-Dehydro-L-gulonate + Nicotinamide adenine dinucleotide",1.1.1.130
DOPAtex,Dopamine ⇒ Dopamine,
DOXRBCNtex,Doxorubicin ⇒ Doxorubicin,
DOXRBCNtpp,Doxorubicin + H+ ⇒ Doxorubicin + H+,
DPCOAK,ATP + Dephospho-CoA ⇒ ADP + Coenzyme A + H+,2.7.1.24
DPR,2-Dehydropantoate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + (R)-Pantoate,1.1.1.169
DRPA,2-Deoxy-D-ribose 5-phosphate ⇒ Acetaldehyde + Glyceraldehyde 3-phosphate,4.1.2.4
DSBAO1,Periplasmic protein disulfide isomerase I (reduced) + Ubiquinone-8 ⇒ Periplasmic protein disulfide isomerase I (oxidized) + Ubiquinol-8,
DSBAO2,Periplasmic protein disulfide isomerase I (reduced) + Menaquinone 8 ⇒ Periplasmic protein disulfide isomerase I (oxidized) + Menaquinol 8,
DSBCGT,Protein disulfide isomerase II (oxidized) + 2.0 Reduced glutathione ⇒ Protein disulfide isomerase II (reduced) + Oxidized glutathione,
DSBDR,Fused thiol:disulfide interchange protein (oxidized) + Reduced thioredoxin ⇒ Fused thiol:disulfide interchange protein (reduced) + Oxidized thioredoxin,
DSBGGT,Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized) + 2.0 Reduced glutathione ⇒ Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced) + Oxidized glutathione,
DSERDHr,Nicotinamide adenine dinucleotide phosphate + D-Serine ⇒ 2-Aminomalonate semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,
DSERt2pp,H+ + D-Serine ⇒ H+ + D-Serine,
DSERtex,D-Serine ⇒ D-Serine,
DTARTD,D-tartrate ⇒ H2O + Oxaloacetate,4.2.1.81
DTMPK,ATP + DTMP ⇒ ADP + DTDP,2.7.4.9
DTMPtex,DTMP ⇒ DTMP,
DUMPtex,DUMP ⇒ DUMP,
DURADx,"5,6-dihydrouracil + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Uracil",1.3.1.1
DURIK1,ATP + Deoxyuridine ⇒ ADP + DUMP + H+,2.7.1.21
DURIPP,Deoxyuridine + Phosphate ⇒ 2-Deoxy-D-ribose 1-phosphate + Uracil,2.4.2.4
DURIt2pp,Deoxyuridine + H+ ⇒ Deoxyuridine + H+,
DURItex,Deoxyuridine ⇒ Deoxyuridine,
DUTPDP,DUTP + H2O ⇒ DUMP + H+ + Diphosphate,3.6.1.23
DXPRIi,1-deoxy-D-xylulose 5-phosphate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 2-C-methyl-D-erythritol 4-phosphate + Nicotinamide adenine dinucleotide phosphate,1.1.1.267
DXPS,Glyceraldehyde 3-phosphate + H+ + Pyruvate ⇒ CO2 + 1-deoxy-D-xylulose 5-phosphate,2.2.1.7
DXYLK,ATP + 1-deoxy-D-xylulose ⇒ ADP + 1-deoxy-D-xylulose 5-phosphate + H+,2.7.1
E4PD,D-Erythrose 4-phosphate + H2O + Nicotinamide adenine dinucleotide ⇒ 4-Phospho-D-erythronate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced,1.2.1.72
EAR100x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Dec-2-enoyl-[acyl-carrier protein] ⇒ Decanoyl-ACP (n-C10:0ACP) + Nicotinamide adenine dinucleotide,2.3.1.-
EAR100y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-Dec-2-enoyl-[acyl-carrier protein] ⇒ Decanoyl-ACP (n-C10:0ACP) + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
EAR120x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Dodec-2-enoyl-[acyl-carrier protein] ⇒ Dodecanoyl-ACP (n-C12:0ACP) + Nicotinamide adenine dinucleotide,2.3.1.-
EAR120y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-Dodec-2-enoyl-[acyl-carrier protein] ⇒ Dodecanoyl-ACP (n-C12:0ACP) + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
EAR121x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein] ⇒ Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) + Nicotinamide adenine dinucleotide,1.3.1.9
EAR121y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein] ⇒ Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) + Nicotinamide adenine dinucleotide phosphate,1.3.1.10
EAR140x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Tetradec-2-enoyl-[acyl-carrier protein] ⇒ Myristoyl-ACP (n-C14:0ACP) + Nicotinamide adenine dinucleotide,2.3.1.-
EAR140y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-Tetradec-2-enoyl-[acyl-carrier protein] ⇒ Myristoyl-ACP (n-C14:0ACP) + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
EAR141x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),1.3.1.9
EAR141y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide phosphate + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),1.3.1.10
EAR160x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Hexadec-2-enoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide + Palmitoyl-ACP (n-C16:0ACP),1.3.1.9
EAR160y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-Hexadec-2-enoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide phosphate + Palmitoyl-ACP (n-C16:0ACP),1.3.1.10
EAR161x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein] ⇒ Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Nicotinamide adenine dinucleotide,1.3.1.9
EAR161y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein] ⇒ Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Nicotinamide adenine dinucleotide phosphate,1.3.1.10
EAR180x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-octadec-2-enoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide + Octadecanoyl-ACP (n-C18:0ACP),1.3.1.9
EAR180y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-octadec-2-enoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide phosphate + Octadecanoyl-ACP (n-C18:0ACP),1.3.1.10
EAR181x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-3-cis-11-vacceoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),1.3.1.9
EAR181y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-3-cis-11-vacceoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide phosphate + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),1.3.1.10
EAR40x,But-2-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Butyryl-ACP (n-C4:0ACP) + Nicotinamide adenine dinucleotide,2.3.1.-
EAR40y,But-2-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Butyryl-ACP (n-C4:0ACP) + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
EAR60x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Hex-2-enoyl-[acyl-carrier protein] ⇒ Hexanoyl-ACP (n-C6:0ACP) + Nicotinamide adenine dinucleotide,2.3.1.-
EAR60y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-Hex-2-enoyl-[acyl-carrier protein] ⇒ Hexanoyl-ACP (n-C6:0ACP) + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
EAR80x,H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Oct-2-enoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide + Octanoyl-ACP (n-C8:0ACP),2.3.1.-
EAR80y,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Trans-Oct-2-enoyl-[acyl-carrier protein] ⇒ Nicotinamide adenine dinucleotide phosphate + Octanoyl-ACP (n-C8:0ACP),2.3.1.86
ECA4COLIPAabctex,ATP + (enterobacterial common antigen)x4 core oligosaccharide lipid A + H2O ⇒ ADP + (enterobacterial common antigen)x4 core oligosaccharide lipid A + H+ + Phosphate,
ECA4OALpp,Core oligosaccharide lipid A + (enterobacterial common antigen)x4 undecaprenyl-diphosphate ⇒ (enterobacterial common antigen)x4 core oligosaccharide lipid A + H+ + Undecaprenyl diphosphate,
ECAP1pp,"2.0 Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose ⇒ (enterobacterial common antigen)x2 undecaprenyl-diphosphate + H+ + Undecaprenyl diphosphate",
ECAP2pp,"(enterobacterial common antigen)x2 undecaprenyl-diphosphate + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose ⇒ (enterobacterial common antigen)x3 undecaprenyl-diphosphate + H+ + Undecaprenyl diphosphate",
ECAP3pp,"(enterobacterial common antigen)x3 undecaprenyl-diphosphate + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose ⇒ (enterobacterial common antigen)x4 undecaprenyl-diphosphate + H+ + Undecaprenyl diphosphate",
ECAtpp,"Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose ⇒ Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose",
ECOAH1,(S)-3-Hydroxybutanoyl-CoA ⇒ Crotonoyl-CoA + H2O,4.2.1.55
ECOAH2,(S)-3-Hydroxyhexanoyl-CoA ⇒ H2O + Trans-Hex-2-enoyl-CoA,4.2.1.74
ECOAH3,(S)-3-Hydroxyoctanoyl-CoA ⇒ H2O + Trans-Oct-2-enoyl-CoA,4.2.1.74
ECOAH4,(S)-3-Hydroxydecanoyl-CoA ⇒ Trans-Dec-2-enoyl-CoA + H2O,4.2.1.74
ECOAH5,(S)-3-Hydroxydodecanoyl-CoA ⇒ Trans-Dodec-2-enoyl-CoA + H2O,4.2.1.74
ECOAH6,(S)-3-Hydroxytetradecanoyl-CoA ⇒ H2O + Trans-Tetradec-2-enoyl-CoA,4.2.1.74
ECOAH7,(S)-3-Hydroxyhexadecanoyl-CoA ⇒ H2O + Trans-Hexadec-2-enoyl-CoA,4.2.1.74
ECOAH8,(S)-3-Hydroxyoctadecanoyl-CoA ⇒ H2O + Trans-Octadec-2-enoyl-CoA,4.2.1.134
EDA,2-Dehydro-3-deoxy-D-gluconate 6-phosphate ⇒ Glyceraldehyde 3-phosphate + Pyruvate,4.1.2.55
EDD,6-Phospho-D-gluconate ⇒ 2-Dehydro-3-deoxy-D-gluconate 6-phosphate + H2O,4.2.1.12
EDTXS1,Dodecanoyl-ACP (n-C12:0ACP) + KDO(2)-lipid IV(A) ⇒ Acyl carrier protein + KDO(2)-lipid IV(A) with laurate,2.3.1.241
EDTXS2,KDO(2)-lipid IV(A) with laurate + Myristoyl-ACP (n-C14:0ACP) ⇒ Acyl carrier protein + KDO(2)-lipid (A),2.3.1.243
EDTXS3,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + KDO(2)-lipid IV(A) ⇒ Acyl carrier protein + KDO(2)-lipid IV(A) with palmitoleoyl,
EDTXS4,KDO(2)-lipid IV(A) with palmitoleoyl + Myristoyl-ACP (n-C14:0ACP) ⇒ Acyl carrier protein + Cold adapted KDO(2)-lipid (A),
EGMEACPR,Enoylglutaryl-[acyl-carrier protein] methyl ester + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Glutaryl-[acyl-carrier protein] methyl ester + Nicotinamide adenine dinucleotide phosphate,1.3.1.10
ENLIPAabctex,ATP + Phosphoethanolamine KDO(2)-lipid (A) + H2O ⇒ ADP + Phosphoethanolamine KDO(2)-lipid (A) + H+ + Phosphate,
ENO,D-Glycerate 2-phosphate ⇒ H2O + Phosphoenolpyruvate,4.2.1.11
ENTCS,"3.0 (2,3-Dihydroxybenzoyl)adenylate + 3.0 L-seryl-AMP ⇒ 6.0 AMP + Enterochelin + 9.0 H+",
ENTERES,"Enterochelin + 3.0 H2O ⇒ 3.0 2,3-dihydroxybenzoylserine + 3.0 H+",
ENTERES2,"Fe-enterobactin + 3.0 H2O ⇒ 3.0 2,3-dihydroxybenzoylserine + Fe3+ + 3.0 H+",
EPMEACPR,Enoylpimeloyl-[acyl-carrier protein] methyl ester + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide phosphate + Pimeloyl-[acyl-carrier protein] methyl ester,1.3.1.10
ETHAAL,Ethanolamine ⇒ Acetaldehyde + Ammonium,4.3.1.7
ETHAt2pp,Ethanolamine + H+ ⇒ Ethanolamine + H+,
ETHAtex,Ethanolamine ⇒ Ethanolamine,
ETHSO3abcpp,ATP + Ethanesulfonate + H2O ⇒ ADP + Ethanesulfonate + H+ + Phosphate,
ETHSO3tex,Ethanesulfonate ⇒ Ethanesulfonate,
ETOHtex,Ethanol ⇒ Ethanol,
ETOHtrpp,Ethanol ⇒ Ethanol,
F6PA,D-Fructose 6-phosphate ⇒ Dihydroxyacetone + Glyceraldehyde 3-phosphate,
F6PP,D-Fructose 6-phosphate + H2O ⇒ D-Fructose + Phosphate,
F6Pt6_2pp,D-Fructose 6-phosphate + 2.0 Phosphate ⇒ D-Fructose 6-phosphate + 2.0 Phosphate,
F6Ptex,D-Fructose 6-phosphate ⇒ D-Fructose 6-phosphate,
FA100ACPHi,Decanoyl-ACP (n-C10:0ACP) + H2O ⇒ Acyl carrier protein + Decanoate (n-C10:0) + H+,3.1.2.21
FA120ACPHi,Dodecanoyl-ACP (n-C12:0ACP) + H2O ⇒ Acyl carrier protein + Dodecanoate (n-C12:0) + H+,3.1.2.21
FA140ACPHi,H2O + Myristoyl-ACP (n-C14:0ACP) ⇒ Acyl carrier protein + H+ + Tetradecanoate (n-C14:0),3.1.2.14
FA141ACPHi,H2O + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1) ⇒ Acyl carrier protein + H+ + Tetradecenoate (n-C14:1),3.1.2.14
FA160ACPHi,H2O + Palmitoyl-ACP (n-C16:0ACP) ⇒ Acyl carrier protein + H+ + Hexadecanoate (n-C16:0),3.1.2.14
FA161ACPHi,H2O + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) ⇒ Acyl carrier protein + H+ + Hexadecenoate (n-C16:1),3.1.2.14
FA80ACPHi,H2O + Octanoyl-ACP (n-C8:0ACP) ⇒ Acyl carrier protein + H+ + Octanoate (n-C8:0),3.1.2.21
FACOAE100,Decanoyl-CoA (n-C10:0CoA) + H2O ⇒ Coenzyme A + Decanoate (n-C10:0) + H+,3.1.2.2
FACOAE120,Dodecanoyl-CoA (n-C12:0CoA) + H2O ⇒ Coenzyme A + Dodecanoate (n-C12:0) + H+,3.1.2.2
FACOAE140,H2O + Tetradecanoyl-CoA (n-C14:0CoA) ⇒ Coenzyme A + H+ + Tetradecanoate (n-C14:0),3.1.2.2
FACOAE141,H2O + Tetradecenoyl-CoA (n-C14:1CoA) ⇒ Coenzyme A + H+ + Tetradecenoate (n-C14:1),
FACOAE160,H2O + Palmitoyl-CoA (n-C16:0CoA) ⇒ Coenzyme A + H+ + Hexadecanoate (n-C16:0),3.1.2.22
FACOAE161,H2O + Hexadecenoyl-CoA (n-C16:1CoA) ⇒ Coenzyme A + H+ + Hexadecenoate (n-C16:1),
FACOAE180,H2O + Stearoyl-CoA (n-C18:0CoA) ⇒ Coenzyme A + H+ + Octadecanoate (n-C18:0),3.1.2.2
FACOAE181,H2O + Octadecenoyl-CoA (n-C18:1CoA) ⇒ Coenzyme A + H+ + Octadecenoate (n-C18:1),
FACOAE60,H2O + Hexanoyl-CoA (n-C6:0CoA) ⇒ Coenzyme A + H+ + Hexanoate (n-C6:0),
FACOAE80,H2O + Octanoyl-CoA (n-C8:0CoA) ⇒ Coenzyme A + H+ + Octanoate (n-C8:0),
FACOAL100t2pp,ATP + Coenzyme A + Decanoate (n-C10:0) + H+ ⇒ AMP + Decanoyl-CoA (n-C10:0CoA) + H+ + Diphosphate,
FACOAL120t2pp,ATP + Coenzyme A + Dodecanoate (n-C12:0) + H+ ⇒ AMP + Dodecanoyl-CoA (n-C12:0CoA) + H+ + Diphosphate,
FACOAL140t2pp,ATP + Coenzyme A + H+ + Tetradecanoate (n-C14:0) ⇒ AMP + H+ + Diphosphate + Tetradecanoyl-CoA (n-C14:0CoA),
FACOAL141t2pp,ATP + Coenzyme A + H+ + Tetradecenoate (n-C14:1) ⇒ AMP + H+ + Diphosphate + Tetradecenoyl-CoA (n-C14:1CoA),
FACOAL160t2pp,ATP + Coenzyme A + H+ + Hexadecanoate (n-C16:0) ⇒ AMP + H+ + Palmitoyl-CoA (n-C16:0CoA) + Diphosphate,
FACOAL161t2pp,ATP + Coenzyme A + H+ + Hexadecenoate (n-C16:1) ⇒ AMP + H+ + Hexadecenoyl-CoA (n-C16:1CoA) + Diphosphate,
FACOAL180t2pp,ATP + Coenzyme A + H+ + Octadecanoate (n-C18:0) ⇒ AMP + H+ + Diphosphate + Stearoyl-CoA (n-C18:0CoA),
FACOAL181t2pp,ATP + Coenzyme A + H+ + Octadecenoate (n-C18:1) ⇒ AMP + H+ + Octadecenoyl-CoA (n-C18:1CoA) + Diphosphate,
FACOAL60t2pp,ATP + Coenzyme A + H+ + Hexanoate (n-C6:0) ⇒ AMP + H+ + Hexanoyl-CoA (n-C6:0CoA) + Diphosphate,
FACOAL80t2pp,ATP + Coenzyme A + H+ + Octanoate (n-C8:0) ⇒ AMP + H+ + Octanoyl-CoA (n-C8:0CoA) + Diphosphate,
FADRx,Flavin adenine dinucleotide oxidized + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ Flavin adenine dinucleotide reduced + Nicotinamide adenine dinucleotide,1.5.1.45
