,BIGG_id,reaction_id,reaction_string,EC_number
777,CBItonex,CBItonex,Cobinamide + H+ ⇒ Cobinamide + H+,
778,CBIuabcpp,CBIuabcpp,ATP + Cobinamide + H2O ⇒ ADP + Cobinamide + H+ + Phosphate,
779,CBL1abcpp,CBL1abcpp,ATP + Cob(I)alamin + H2O ⇒ ADP + Cob(I)alamin + H+ + Phosphate,3.6.3.33
780,CBL1tonex,CBL1tonex,Cob(I)alamin + H+ ⇒ Cob(I)alamin + H+,
781,CBLAT,CBLAT,ATP + Cob(I)alamin + H+ ⇒ Adenosylcobalamin + Inorganic triphosphate,2.5.1.17
782,CBMD,CBMD,Carbamate + 2.0 H+ ⇒ CO2 + Ammonium,4.2.1.104
783,CBMKr,CBMKr,ATP + CO2 + Ammonium ⇒ ADP + Carbamoyl phosphate + 2.0 H+,2.7.2.2
784,CBPS,CBPS,2.0 ATP + L-Glutamine + H2O + Bicarbonate ⇒ 2.0 ADP + Carbamoyl phosphate + L-Glutamate + 2.0 H+ + Phosphate,6.3.5.5
785,CCGS,CCGS,ATP + 7-deaza-7-carboxyguanine + Ammonium ⇒ ADP + H2O + H+ + Phosphate + 7-cyano-7-carbaguanine,
786,CD2abcpp,CD2abcpp,ATP + Cadmium + H2O ⇒ ADP + Cadmium + H+ + Phosphate,3.6.3.46
787,CD2t3pp,CD2t3pp,Cadmium + H+ ⇒ Cadmium + H+,
788,CD2tex,CD2tex,Cadmium ⇒ Cadmium,
789,CD2tpp,CD2tpp,Cadmium ⇒ Cadmium,
790,CDAPPA120,CDAPPA120,"CDP-1,2-didodecanoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-didodecanoyl-sn-glycerol 3-phosphate",3.6.1.26
791,CDAPPA140,CDAPPA140,"CDP-1,2-ditetradecanoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate",3.6.1.26
792,CDAPPA141,CDAPPA141,"CDP-1,2-ditetradec-7-enoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",3.6.1.26
793,CDAPPA160,CDAPPA160,"CDP-1,2-dihexadecanoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate",3.6.1.26
794,CDAPPA161,CDAPPA161,"CDP-1,2-dihexadec-9-enoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",3.6.1.26
795,CDAPPA180,CDAPPA180,"CDP-1,2-dioctadecanoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate",3.6.1.26
796,CDAPPA181,CDAPPA181,"CDP-1,2-dioctadec-11-enoylglycerol + H2O ⇒ CMP + 2.0 H+ + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",3.6.1.26
797,CDGR,CDGR,3.0 H+ + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced + 7-cyano-7-carbaguanine ⇒ 2.0 Nicotinamide adenine dinucleotide phosphate + 7-aminomethyl-7-deazaguanine,1.7.1.13
798,CDGS,CDGS,"6-carboxy-5,6,7,8-tetrahydropterin + H+ ⇒ 7-deaza-7-carboxyguanine + Ammonium",
799,CDPMEK,CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP ⇒ 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H+,2.7.1.148
800,CFAS160E,CFAS160E,"2.0 S-Adenosyl-L-methionine + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) ⇒ 2.0 S-Adenosyl-L-homocysteine + Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo) + 2.0 H+",2.1.1.79
801,CFAS160G,CFAS160G,"2.0 S-Adenosyl-L-methionine + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) ⇒ 2.0 S-Adenosyl-L-homocysteine + Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo) + 2.0 H+",2.1.1.79
802,CFAS180E,CFAS180E,"2.0 S-Adenosyl-L-methionine + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) ⇒ 2.0 S-Adenosyl-L-homocysteine + Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo) + 2.0 H+",2.1.1.79
803,CFAS180G,CFAS180G,"2.0 S-Adenosyl-L-methionine + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) ⇒ 2.0 S-Adenosyl-L-homocysteine + Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo) + 2.0 H+",2.1.1.79
804,CGLYabcpp,CGLYabcpp,ATP + Cys-Gly + H2O ⇒ ADP + Cys-Gly + H+ + Phosphate,
805,CGLYtex,CGLYtex,Cys-Gly ⇒ Cys-Gly,
806,CHLabcpp,CHLabcpp,ATP + Choline + H2O ⇒ ADP + Choline + H+ + Phosphate,
807,CHLt2pp,CHLt2pp,Choline + H+ ⇒ Choline + H+,
808,CHLtex,CHLtex,Choline ⇒ Choline,
809,CHOLD,CHOLD,Choline + Nicotinamide adenine dinucleotide ⇒ Betaine aldehyde + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.1
810,CHORM,CHORM,Chorismate ⇒ Prephenate,5.4.99.5
811,CHORS,CHORS,5-O-(1-Carboxyvinyl)-3-phosphoshikimate ⇒ Chorismate + Phosphate,4.2.3.5
812,CHRPL,CHRPL,Chorismate ⇒ 4-Hydroxybenzoate + Pyruvate,4.1.3.40
813,CHTBSptspp,CHTBSptspp,"N,N'-diacetylchitobiose + Phosphoenolpyruvate ⇒ Diacetylchitobiose-6-phosphate + Pyruvate",
814,CHTBStex,CHTBStex,"N,N'-diacetylchitobiose ⇒ N,N'-diacetylchitobiose",
815,CINNDO,CINNDO,"Trans-Cinnamate + H+ + Nicotinamide adenine dinucleotide - reduced + O2 ⇒ Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol + Nicotinamide adenine dinucleotide",1.14.12.19
816,CITL,CITL,Citrate ⇒ Acetate + Oxaloacetate,4.1.3.6
817,CITt3pp,CITt3pp,Citrate + H+ ⇒ Citrate + H+,
818,CITt7pp,CITt7pp,Citrate + Succinate ⇒ Citrate + Succinate,
819,CITtex,CITtex,Citrate ⇒ Citrate,
820,CLIPAabctex,CLIPAabctex,ATP + H2O + Cold adapted KDO(2)-lipid (A) ⇒ ADP + H+ + Cold adapted KDO(2)-lipid (A) + Phosphate,
821,CLPNH120pp,CLPNH120pp,"Cardiolipin (tetradodecanoyl, n-C12:0) + H2O ⇒ H+ + 1,2-didodecanoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (didodecanoyl, n-C12:0)",
822,CLPNH140pp,CLPNH140pp,"Cardiolipin (tetratetradecanoyl, n-C14:0) + H2O ⇒ H+ + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",
823,CLPNH141pp,CLPNH141pp,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1) + H2O ⇒ H+ + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",
824,CLPNH160pp,CLPNH160pp,"Cardiolipin (tetrahexadecanoyl, n-C16:0) + H2O ⇒ H+ + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",
825,CLPNH161pp,CLPNH161pp,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1) + H2O ⇒ H+ + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",
826,CLPNH180pp,CLPNH180pp,"Cardiolipin (tetraoctadecanoyl, n-C18:0) + H2O ⇒ H+ + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",
827,CLPNH181pp,CLPNH181pp,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1) + H2O ⇒ H+ + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",
828,CLPNS120pp,CLPNS120pp,"2.0 Phosphatidylglycerol (didodecanoyl, n-C12:0) ⇒ Cardiolipin (tetradodecanoyl, n-C12:0) + Glycerol",
829,CLPNS140pp,CLPNS140pp,"2.0 Phosphatidylglycerol (ditetradecanoyl, n-C14:0) ⇒ Cardiolipin (tetratetradecanoyl, n-C14:0) + Glycerol",
830,CLPNS141pp,CLPNS141pp,"2.0 Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) ⇒ Cardiolipin (tetratetradec-7-enoyl, n-C14:1) + Glycerol",
831,CLPNS160pp,CLPNS160pp,"2.0 Phosphatidylglycerol (dihexadecanoyl, n-C16:0) ⇒ Cardiolipin (tetrahexadecanoyl, n-C16:0) + Glycerol",
832,CLPNS161pp,CLPNS161pp,"2.0 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) ⇒ Cardiolipin (tetrahexadec-9-enoyl, n-C16:1) + Glycerol",
833,CLPNS180pp,CLPNS180pp,"2.0 Phosphatidylglycerol (dioctadecanoyl, n-C18:0) ⇒ Cardiolipin (tetraoctadecanoyl, n-C18:0) + Glycerol",
834,CLPNS181pp,CLPNS181pp,"2.0 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) ⇒ Cardiolipin (tetraoctadec-11-enoyl, n-C18:1) + Glycerol",
835,CLt3_2pp,CLt3_2pp,2.0 Chloride + H+ ⇒ 2.0 Chloride + H+,
836,CLtex,CLtex,Chloride ⇒ Chloride,
837,CMPN,CMPN,CMP + H2O ⇒ Cytosine + Alpha-D-Ribose 5-phosphate,3.2.2.10
838,CMPtex,CMPtex,CMP ⇒ CMP,
839,CMtex,CMtex,Chloramphenicol ⇒ Chloramphenicol,
840,CMtpp,CMtpp,Chloramphenicol + H+ ⇒ Chloramphenicol + H+,
841,CO2tex,CO2tex,CO2 ⇒ CO2,
842,CO2tpp,CO2tpp,CO2 ⇒ CO2,
843,COBALT2abcpp,COBALT2abcpp,ATP + Co2+ + H2O ⇒ ADP + Co2+ + H+ + Phosphate,
844,COBALT2t3pp,COBALT2t3pp,Co2+ + H+ ⇒ Co2+ + H+,
845,COBALT2tex,COBALT2tex,Co2+ ⇒ Co2+,
846,COBALT2tpp,COBALT2tpp,Co2+ ⇒ Co2+,
847,COLIPAKpp,COLIPAKpp,Core oligosaccharide lipid A + Undecaprenyl diphosphate ⇒ Core oligosaccharide lipid A diphosphate + Undecaprenyl phosphate,
848,COLIPAPabctex,COLIPAPabctex,ATP + Core oligosaccharide lipid A diphosphate + H2O ⇒ ADP + Core oligosaccharide lipid A diphosphate + H+ + Phosphate,
849,COLIPAabcpp,COLIPAabcpp,ATP + Core oligosaccharide lipid A + H2O ⇒ ADP + Core oligosaccharide lipid A + H+ + Phosphate,
850,COLIPAabctex,COLIPAabctex,ATP + Core oligosaccharide lipid A + H2O ⇒ ADP + Core oligosaccharide lipid A + H+ + Phosphate,
851,CPGNR1,CPGNR1,2.0 Coprogen + Flavin adenine dinucleotide reduced ⇒ 2.0 Coprogen unloaded (no Fe(III)) + Flavin adenine dinucleotide oxidized + 2.0 Fe2+ + 2.0 H+,
852,CPGNR2,CPGNR2,2.0 Coprogen + Reduced FMN ⇒ 2.0 Coprogen unloaded (no Fe(III)) + 2.0 Fe2+ + FMN + 2.0 H+,
853,CPGNR3,CPGNR3,2.0 Coprogen + Reduced riboflavin ⇒ 2.0 Coprogen unloaded (no Fe(III)) + 2.0 Fe2+ + 2.0 H+ + Riboflavin,
854,CPGNUtex,CPGNUtex,Coprogen unloaded (no Fe(III)) + H+ ⇒ Coprogen unloaded (no Fe(III)) + H+,
855,CPGNUtpp,CPGNUtpp,Coprogen unloaded (no Fe(III)) + H+ ⇒ Coprogen unloaded (no Fe(III)) + H+,
856,CPGNabcpp,CPGNabcpp,ATP + Coprogen + H2O ⇒ ADP + Coprogen + H+ + Phosphate,
857,CPGNexs,CPGNexs,Coprogen unloaded (no Fe(III)) + Fe3+ ⇒ Coprogen,
858,CPGNtonex,CPGNtonex,Coprogen + H+ ⇒ Coprogen + H+,
859,CPH4S,CPH4S,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate + H2O ⇒ Acetaldehyde + 6-carboxy-5,6,7,8-tetrahydropterin + H+ + Inorganic triphosphate",4.1.2.50
860,CPMPS,CPMPS,GTP + H2O ⇒ Cyclic pyranopterin monophosphate + Diphosphate,4.1.99.18
861,CPPPGO,CPPPGO,Coproporphyrinogen III + 2.0 H+ + O2 ⇒ 2.0 CO2 + 2.0 H2O + Protoporphyrinogen IX,1.3.3.3
862,CPPPGO2,CPPPGO2,2.0 S-Adenosyl-L-methionine + Coproporphyrinogen III ⇒ 2.0 CO2 + 2.0 5'-Deoxyadenosine + 2.0 L-Methionine + Protoporphyrinogen IX,1.3.99.22
863,CRNBTCT,CRNBTCT,Gamma-butyrobetainyl-CoA + L-Carnitine ⇒ L-Carnitinyl-CoA + Gamma-butyrobetaine,2.8.3.21
864,CRNCAL2,CRNCAL2,ATP + Coenzyme A + L-Carnitine ⇒ ADP + L-Carnitinyl-CoA + Phosphate,
865,CRNCAR,CRNCAR,L-Carnitinyl-CoA ⇒ D-carnitinyl-CoA,5.1.1
866,CRNCBCT,CRNCBCT,L-Carnitine + Crotonobetainyl-CoA ⇒ L-Carnitinyl-CoA + Crotonobetaine,2.8.3.21
867,CRNCDH,CRNCDH,L-Carnitinyl-CoA ⇒ Crotonobetainyl-CoA + H2O,4.2.1.149
868,CRNDCAL2,CRNDCAL2,ATP + Coenzyme A + D-Carnitine ⇒ ADP + D-carnitinyl-CoA + Phosphate,
869,CRNDabcpp,CRNDabcpp,ATP + D-Carnitine + H2O ⇒ ADP + D-Carnitine + H+ + Phosphate,
870,CRNDt2rpp,CRNDt2rpp,D-Carnitine + H+ ⇒ D-Carnitine + H+,
871,CRNDtex,CRNDtex,D-Carnitine ⇒ D-Carnitine,
872,CRNabcpp,CRNabcpp,ATP + L-Carnitine + H2O ⇒ ADP + L-Carnitine + H+ + Phosphate,
873,CRNt2rpp,CRNt2rpp,L-Carnitine + H+ ⇒ L-Carnitine + H+,
874,CRNt7pp,CRNt7pp,L-Carnitine + Gamma-butyrobetaine ⇒ L-Carnitine + Gamma-butyrobetaine,
875,CRNt8pp,CRNt8pp,D-Carnitine + L-Carnitine ⇒ D-Carnitine + L-Carnitine,
876,CRNtex,CRNtex,L-Carnitine ⇒ L-Carnitine,
877,CS,CS,Acetyl-CoA + H2O + Oxaloacetate ⇒ Citrate + Coenzyme A + H+,2.3.3.3
878,CSND,CSND,Cytosine + H2O + H+ ⇒ Ammonium + Uracil,3.5.4.1
879,CSNt2pp,CSNt2pp,Cytosine + H+ ⇒ Cytosine + H+,
880,CSNtex,CSNtex,Cytosine ⇒ Cytosine,
881,CTBTCAL2,CTBTCAL2,ATP + Coenzyme A + Crotonobetaine ⇒ ADP + Crotonobetainyl-CoA + Phosphate,
882,CTBTabcpp,CTBTabcpp,ATP + Crotonobetaine + H2O ⇒ ADP + Crotonobetaine + H+ + Phosphate,
883,CTBTt2rpp,CTBTt2rpp,Crotonobetaine + H+ ⇒ Crotonobetaine + H+,
884,CTECOAI6,CTECOAI6,Tetradecenoyl-CoA (n-C14:1CoA) ⇒ Trans-Tetradec-2-enoyl-CoA,5.3.3.8
885,CTECOAI7,CTECOAI7,Hexadecenoyl-CoA (n-C16:1CoA) ⇒ Trans-Hexadec-2-enoyl-CoA,5.3.3.8
886,CTECOAI8,CTECOAI8,Octadecenoyl-CoA (n-C18:1CoA) ⇒ Trans-Octadec-2-enoyl-CoA,5.3.3.8
887,CTPS2,CTPS2,ATP + L-Glutamine + H2O + UTP ⇒ ADP + CTP + L-Glutamate + 2.0 H+ + Phosphate,6.3.4.2
888,CU1Opp,CU1Opp,4.0 Cu+ + 4.0 H+ + O2 ⇒ 4.0 Cu2+ + 2.0 H2O,1.16.3
889,CU1abcpp,CU1abcpp,ATP + Cu+ + H2O ⇒ ADP + Cu+ + H+ + Phosphate,3.6.3.54
890,CU2abcpp,CU2abcpp,ATP + Cu2+ + H2O ⇒ ADP + Cu2+ + H+ + Phosphate,3.6.3.4
891,CU2tex,CU2tex,Cu2+ ⇒ Cu2+,
892,CU2tpp,CU2tpp,Cu2+ ⇒ Cu2+,
893,CUt3,CUt3,Cu+ + H+ ⇒ Cu+ + H+,
894,CUtex,CUtex,Cu+ ⇒ Cu+,
895,CYANST,CYANST,Hydrogen cyanide + Thiosulfate ⇒ H+ + Sulfite + Thiocyanate,2.8.1.1
896,CYANSTpp,CYANSTpp,Hydrogen cyanide + Thiosulfate ⇒ H+ + Sulfite + Thiocyanate,2.8.1.1
897,CYANtex,CYANtex,Hydrogen cyanide ⇒ Hydrogen cyanide,
898,CYNTAH,CYNTAH,Cyanate + 3.0 H+ + Bicarbonate ⇒ 2.0 CO2 + Ammonium,
899,CYNTt2pp,CYNTt2pp,Cyanate + H+ ⇒ Cyanate + H+,
900,CYNTtex,CYNTtex,Cyanate ⇒ Cyanate,
901,CYSDDS,CYSDDS,D-Cysteine + H2O ⇒ Hydrogen sulfide + Ammonium + Pyruvate,4.4.1.15
902,CYSDS,CYSDS,L-Cysteine + H2O ⇒ Hydrogen sulfide + Ammonium + Pyruvate,4.4.1.8
903,CYSDabcpp,CYSDabcpp,ATP + D-Cysteine + H2O ⇒ ADP + D-Cysteine + H+ + Phosphate,
904,CYSDtex,CYSDtex,D-Cysteine ⇒ D-Cysteine,
905,CYSS,CYSS,O-Acetyl-L-serine + Hydrogen sulfide ⇒ Acetate + L-Cysteine + H+,2.5.1.65
906,CYSSADS,CYSSADS,3-Sulfino-L-alanine + 2.0 H+ ⇒ L-Alanine + Sulfur dioxide,4.1.1.12
907,CYSTL,CYSTL,L-Cystathionine + H2O ⇒ L-Homocysteine + Ammonium + Pyruvate,
908,CYSTRS,CYSTRS,ATP + L-Cysteine + TRNA(Cys) ⇒ AMP + L-Cysteinyl-tRNA(Cys) + Diphosphate,6.1.1.16
909,CYSabc2pp,CYSabc2pp,ATP + L-Cysteine + H2O ⇒ ADP + L-Cysteine + H+ + Phosphate,3.6.3.21
910,CYSabcpp,CYSabcpp,ATP + L-Cysteine + H2O ⇒ ADP + L-Cysteine + H+ + Phosphate,3.6.3.21
911,CYStex,CYStex,L-Cysteine ⇒ L-Cysteine,
912,CYStpp,CYStpp,L-Cysteine ⇒ L-Cysteine,
913,CYTBD2pp,CYTBD2pp,2.0 H+ + Menaquinol 8 + 0.5 O2 ⇒ H2O + 2.0 H+ + Menaquinone 8,
914,CYTBDpp,CYTBDpp,2.0 H+ + 0.5 O2 + Ubiquinol-8 ⇒ H2O + 2.0 H+ + Ubiquinone-8,
915,CYTBO3_4pp,CYTBO3_4pp,4.0 H+ + 0.5 O2 + Ubiquinol-8 ⇒ H2O + 4.0 H+ + Ubiquinone-8,
916,CYTD,CYTD,Cytidine + H2O + H+ ⇒ Ammonium + Uridine,3.5.4.5
917,CYTDH,CYTDH,Cytidine + H2O ⇒ Cytosine + D-Ribose,3.2.2.8
918,CYTDK2,CYTDK2,Cytidine + GTP ⇒ CMP + GDP + H+,2.7.1.48
919,CYTDt2pp_copy1,CYTDt2pp_copy1,Cytidine + H+ ⇒ Cytidine + H+,
920,CYTDt2pp_copy2,CYTDt2pp_copy2,Cytidine + H+ ⇒ Cytidine + H+,
921,CYTDtex,CYTDtex,Cytidine ⇒ Cytidine,
922,CYTK1,CYTK1,ATP + CMP ⇒ ADP + CDP,2.7.4.25
923,CYTK2,CYTK2,ATP + DCMP ⇒ ADP + DCDP,2.7.4.25
924,D_LACt2pp,D_LACt2pp,H+ + D-Lactate ⇒ H+ + D-Lactate,
925,D_LACtex,D_LACtex,D-Lactate ⇒ D-Lactate,
926,DAAD,DAAD,D-Alanine + Flavin adenine dinucleotide oxidized + H2O ⇒ Flavin adenine dinucleotide reduced + Ammonium + Pyruvate,1.4.99.1
927,DADA,DADA,Deoxyadenosine + H2O + H+ ⇒ Deoxyinosine + Ammonium,3.5.4.4
928,DADK,DADK,ATP + DAMP ⇒ ADP + DADP,2.7.4.3
929,DADNt2pp,DADNt2pp,Deoxyadenosine + H+ ⇒ Deoxyadenosine + H+,
930,DADNtex,DADNtex,Deoxyadenosine ⇒ Deoxyadenosine,
931,DAGK120,DAGK120,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0) + ATP ⇒ ADP + H+ + 1,2-didodecanoyl-sn-glycerol 3-phosphate",
932,DAGK140,DAGK140,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0) + ATP ⇒ ADP + H+ + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate",
933,DAGK141,DAGK141,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1) + ATP ⇒ ADP + H+ + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",
934,DAGK160,DAGK160,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) + ATP ⇒ ADP + H+ + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate",2.7.1.107
935,DAGK161,DAGK161,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1) + ATP ⇒ ADP + H+ + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",
936,DAGK180,DAGK180,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) + ATP ⇒ ADP + H+ + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate",
937,DAGK181,DAGK181,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1) + ATP ⇒ ADP + H+ + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",
938,DALAt2pp,DALAt2pp,D-Alanine + H+ ⇒ D-Alanine + H+,
939,DALAtex,DALAtex,D-Alanine ⇒ D-Alanine,
940,DAMPtex,DAMPtex,DAMP ⇒ DAMP,
941,DAPAL,DAPAL,"2,3-diaminopropionate + H2O ⇒ 2.0 Ammonium + Pyruvate",4.3.1.15
942,DAPDC,DAPDC,"Meso-2,6-Diaminoheptanedioate + H+ ⇒ CO2 + L-Lysine",4.1.1.20
943,DAPE,DAPE,"LL-2,6-Diaminoheptanedioate ⇒ Meso-2,6-Diaminoheptanedioate",5.1.1.7
944,DAPabcpp,DAPabcpp,"Meso-2,6-Diaminoheptanedioate + ATP + H2O ⇒ Meso-2,6-Diaminoheptanedioate + ADP + H+ + Phosphate",
945,DAPtex,DAPtex,"1,5-Diaminopentane ⇒ 1,5-Diaminopentane",
946,DASYN120,DASYN120,"CTP + H+ + 1,2-didodecanoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-didodecanoylglycerol + Diphosphate",2.7.7.41
947,DASYN140,DASYN140,"CTP + H+ + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-ditetradecanoylglycerol + Diphosphate",2.7.7.41
948,DASYN141,DASYN141,"CTP + H+ + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-ditetradec-7-enoylglycerol + Diphosphate",2.7.7.41
949,DASYN160,DASYN160,"CTP + H+ + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-dihexadecanoylglycerol + Diphosphate",2.7.7.41
950,DASYN161,DASYN161,"CTP + H+ + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-dihexadec-9-enoylglycerol + Diphosphate",2.7.7.41
951,DASYN180,DASYN180,"CTP + H+ + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-dioctadecanoylglycerol + Diphosphate",2.7.7.41
952,DASYN181,DASYN181,"CTP + H+ + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate ⇒ CDP-1,2-dioctadec-11-enoylglycerol + Diphosphate",2.7.7.41
953,DATPHs,DATPHs,DATP + H2O + H+ ⇒ DITP + Ammonium,
954,DB4PS,DB4PS,"D-Ribulose 5-phosphate ⇒ 3,4-dihydroxy-2-butanone 4-phosphate + Formate + H+",4.1.99.12
955,DBTS,DBTS,"ATP + CO2 + 7,8-Diaminononanoate ⇒ ADP + Dethiobiotin + 3.0 H+ + Phosphate",6.3.3.3
956,DC6PH,DC6PH,Diacetylchitobiose-6-phosphate + H2O ⇒ N-Acetyl-D-glucosamine 6-phosphate + N-Acetyl-D-glucosamine,
957,DCAtex,DCAtex,Decanoate (n-C10:0) ⇒ Decanoate (n-C10:0),
958,DCMPtex,DCMPtex,DCMP ⇒ DCMP,
959,DCTPD,DCTPD,DCTP + H2O + H+ ⇒ DUTP + Ammonium,3.5.4.13
960,DCYTD,DCYTD,Deoxycytidine + H2O + H+ ⇒ Deoxyuridine + Ammonium,3.5.4.5
961,DCYTt2pp,DCYTt2pp,Deoxycytidine + H+ ⇒ Deoxycytidine + H+,
962,DCYTtex,DCYTtex,Deoxycytidine ⇒ Deoxycytidine,
963,DDCAtexi,DDCAtexi,Dodecanoate (n-C12:0) ⇒ Dodecanoate (n-C12:0),
964,DDGALK,DDGALK,2-Dehydro-3-deoxy-D-galactonate + ATP ⇒ 2-Dehydro-3-deoxy-D-galactonate 6-phosphate + ADP + H+,2.7.1.58
965,DDGLCNt2rpp,DDGLCNt2rpp,2-Dehydro-3-deoxy-D-gluconate + H+ ⇒ 2-Dehydro-3-deoxy-D-gluconate + H+,
966,DDGLCNtex,DDGLCNtex,2-Dehydro-3-deoxy-D-gluconate ⇒ 2-Dehydro-3-deoxy-D-gluconate,
967,DDGLK,DDGLK,2-Dehydro-3-deoxy-D-gluconate + ATP ⇒ 2-Dehydro-3-deoxy-D-gluconate 6-phosphate + ADP + H+,2.7.1.45
968,DDPA,DDPA,D-Erythrose 4-phosphate + H2O + Phosphoenolpyruvate ⇒ 2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate + Phosphate,2.5.1.54
969,DDPGALA,DDPGALA,2-Dehydro-3-deoxy-D-galactonate 6-phosphate ⇒ Glyceraldehyde 3-phosphate + Pyruvate,4.1.2.55
970,DGK1,DGK1,ATP + DGMP ⇒ ADP + DGDP,2.7.4.8
971,DGMPtex,DGMPtex,DGMP ⇒ DGMP,
972,DGSNt2pp,DGSNt2pp,Deoxyguanosine + H+ ⇒ Deoxyguanosine + H+,
973,DGSNtex,DGSNtex,Deoxyguanosine ⇒ Deoxyguanosine,
974,DHACOAH,DHACOAH,"2,3-dehydroadipyl-CoA + H2O ⇒ (3S)-3-Hydroxyadipyl-CoA",4.2.1.17
975,DHAD1,DHAD1,"(R)-2,3-Dihydroxy-3-methylbutanoate ⇒ 3-Methyl-2-oxobutanoate + H2O",4.2.1.9
976,DHAD2,DHAD2,"(R)-2,3-Dihydroxy-3-methylpentanoate ⇒ (S)-3-Methyl-2-oxopentanoate + H2O",4.2.1.9
977,DHAPT,DHAPT,Dihydroxyacetone + Phosphoenolpyruvate ⇒ Dihydroxyacetone phosphate + Pyruvate,2.7.1.121
978,DHAtex,DHAtex,Dihydroxyacetone ⇒ Dihydroxyacetone,
979,DHAtpp,DHAtpp,Dihydroxyacetone ⇒ Dihydroxyacetone,
