id,reaction,reaction_name,reaction_string,ec_number,gene_name,gene_id,organism,kcat
ACACtex,ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),Acetoacetate = Acetoacetate,,ompN,b1377,Escherichia coli,
ACACtex,ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),Acetoacetate = Acetoacetate,,phoE,b0241,Escherichia coli,
ACACtex,ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),Acetoacetate = Acetoacetate,,ompF,b0929,Escherichia coli,
ACACtex_reverse,ACACtex,,Acetoacetate = Acetoacetate,,ompC,b2215,Escherichia coli,
ACACtex_reverse,ACACtex,,Acetoacetate = Acetoacetate,,ompN,b1377,Escherichia coli,
ACACtex_reverse,ACACtex,,Acetoacetate = Acetoacetate,,phoE,b0241,Escherichia coli,
ACACtex_reverse,ACACtex,,Acetoacetate = Acetoacetate,,ompF,b0929,Escherichia coli,
ACALD,ACALD,Acetaldehyde dehydrogenase (acetylating),Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide = Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.2.1.10,adhE,b1241,Escherichia coli,11.03
ACALD,ACALD,Acetaldehyde dehydrogenase (acetylating),Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide = Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.2.1.10,mhpF,b0351,Escherichia coli,11.03
ACALD_reverse,ACALD,,Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced = Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide,1.2.1.10,adhE,b1241,Escherichia coli,23.5
ACALD_reverse,ACALD,,Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced = Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide,1.2.1.10,mhpF,b0351,Escherichia coli,23.5
ACALDtex,ACALDtex,Acetaldehyde transport via diffusion (extracellular to periplasm),Acetaldehyde = Acetaldehyde,,ompC,b2215,Escherichia coli,
ACALDtex,ACALDtex,Acetaldehyde transport via diffusion (extracellular to periplasm),Acetaldehyde = Acetaldehyde,,ompN,b1377,Escherichia coli,
ACALDtex,ACALDtex,Acetaldehyde transport via diffusion (extracellular to periplasm),Acetaldehyde = Acetaldehyde,,phoE,b0241,Escherichia coli,
ACALDtex,ACALDtex,Acetaldehyde transport via diffusion (extracellular to periplasm),Acetaldehyde = Acetaldehyde,,ompF,b0929,Escherichia coli,
ACALDtex_reverse,ACALDtex,,Acetaldehyde = Acetaldehyde,,ompC,b2215,Escherichia coli,
ACALDtex_reverse,ACALDtex,,Acetaldehyde = Acetaldehyde,,ompN,b1377,Escherichia coli,
ACALDtex_reverse,ACALDtex,,Acetaldehyde = Acetaldehyde,,phoE,b0241,Escherichia coli,
ACALDtex_reverse,ACALDtex,,Acetaldehyde = Acetaldehyde,,ompF,b0929,Escherichia coli,
ACALDtpp,ACALDtpp,Acetaldehyde reversible transport (periplasm),Acetaldehyde = Acetaldehyde,,,s0001,Escherichia coli,
ACALDtpp_reverse,ACALDtpp,,Acetaldehyde = Acetaldehyde,,,s0001,Escherichia coli,
ACANTHAT,ACANTHAT,Acetyl-CoA:anthranilate acetyltransferase,Acetyl-CoA + Anthranilate = N-Acetylanthranilate + Coenzyme A,,nhoA,b1463,Escherichia coli,
ACBIPGT,ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,Adenosyl cobinamide phosphate + GTP + H+ = Adenosine-GDP-cobinamide + Diphosphate,2.7.7.62,cobU,b1993,Escherichia coli,0.98
ACCOAC,ACCOAC,Acetyl-CoA carboxylase,Acetyl-CoA + ATP + Bicarbonate = ADP + H+ + Malonyl-CoA + Phosphate,6.4.1.2,accA,b0185,Escherichia coli,2.0
ACCOAC,ACCOAC,Acetyl-CoA carboxylase,Acetyl-CoA + ATP + Bicarbonate = ADP + H+ + Malonyl-CoA + Phosphate,6.4.1.2,accD,b2316,Escherichia coli,2.0
ACCOAC,ACCOAC,Acetyl-CoA carboxylase,Acetyl-CoA + ATP + Bicarbonate = ADP + H+ + Malonyl-CoA + Phosphate,6.4.1.2,accC,b3256,Escherichia coli,2.0
ACCOAC,ACCOAC,Acetyl-CoA carboxylase,Acetyl-CoA + ATP + Bicarbonate = ADP + H+ + Malonyl-CoA + Phosphate,6.4.1.2,accB,b3255,Escherichia coli,2.0
ACCOAL,ACCOAL,Acetate-CoA ligase (ADP-forming),ATP + Coenzyme A + Propionate (n-C3:0) = ADP + Phosphate + Propanoyl-CoA,6.2.1.13,acs,b4069,Escherichia coli,1.76
ACGAL1PPpp,ACGAL1PPpp,N-acetyl-D-galactosamine 1-phosphatase (periplasm),N-Acetyl-D-galactosamine 1-phosphate + H2O = N-Acetyl-D-galactosamine + Phosphate,3.1.3.10,,,Escherichia coli,
ACGAL1Ptex,ACGAL1Ptex,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,ompC,b2215,Escherichia coli,
ACGAL1Ptex,ACGAL1Ptex,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,ompN,b1377,Escherichia coli,
ACGAL1Ptex,ACGAL1Ptex,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,phoE,b0241,Escherichia coli,
ACGAL1Ptex,ACGAL1Ptex,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,ompF,b0929,Escherichia coli,
ACGAL1Ptex_reverse,ACGAL1Ptex,,N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,ompC,b2215,Escherichia coli,
ACGAL1Ptex_reverse,ACGAL1Ptex,,N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,ompN,b1377,Escherichia coli,
ACGAL1Ptex_reverse,ACGAL1Ptex,,N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,phoE,b0241,Escherichia coli,
ACGAL1Ptex_reverse,ACGAL1Ptex,,N-Acetyl-D-galactosamine 1-phosphate = N-Acetyl-D-galactosamine 1-phosphate,,ompF,b0929,Escherichia coli,
ACGALtex,ACGALtex,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,ompC,b2215,Escherichia coli,
ACGALtex,ACGALtex,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,ompN,b1377,Escherichia coli,
ACGALtex,ACGALtex,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,phoE,b0241,Escherichia coli,
ACGALtex,ACGALtex,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,ompF,b0929,Escherichia coli,
ACGALtex_reverse,ACGALtex,,N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,ompC,b2215,Escherichia coli,
ACGALtex_reverse,ACGALtex,,N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,ompN,b1377,Escherichia coli,
ACGALtex_reverse,ACGALtex,,N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,phoE,b0241,Escherichia coli,
ACGALtex_reverse,ACGALtex,,N-Acetyl-D-galactosamine = N-Acetyl-D-galactosamine,,ompF,b0929,Escherichia coli,
ACGAM1PPpp,ACGAM1PPpp,N-acetyl-D-glucosamine 1-phosphatase (periplasm),N-Acetyl-D-glucosamine 1-phosphate + H2O = N-Acetyl-D-glucosamine + Phosphate,3.1.3.10,,,Escherichia coli,4.175
ACGAM1Ptex,ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,ompC,b2215,Escherichia coli,
ACGAM1Ptex,ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,ompN,b1377,Escherichia coli,
ACGAM1Ptex,ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,phoE,b0241,Escherichia coli,
ACGAM1Ptex,ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,ompF,b0929,Escherichia coli,
ACGAM1Ptex_reverse,ACGAM1Ptex,,N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,ompC,b2215,Escherichia coli,
ACGAM1Ptex_reverse,ACGAM1Ptex,,N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,ompN,b1377,Escherichia coli,
ACGAM1Ptex_reverse,ACGAM1Ptex,,N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,phoE,b0241,Escherichia coli,
ACGAM1Ptex_reverse,ACGAM1Ptex,,N-Acetyl-D-glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate,,ompF,b0929,Escherichia coli,
ACGAMK,ACGAMK,N-acetylglucosamine kinase,N-Acetyl-D-glucosamine + ATP = N-Acetyl-D-glucosamine 6-phosphate + ADP + H+,2.7.1.59,nagK,b1119,Escherichia coli,1.88
ACGAMT,ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,UDP-N-acetyl-D-glucosamine + Undecaprenyl phosphate = UMP + Undecaprenyl diphospho N-acetyl-glucosamine,,wecA,b3784,Escherichia coli,
ACGAptspp,ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),N-Acetyl-D-glucosamine + Phosphoenolpyruvate = N-Acetyl-D-glucosamine 6-phosphate + Pyruvate,,ptsG,b1101,Escherichia coli,
ACGAptspp,ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),N-Acetyl-D-glucosamine + Phosphoenolpyruvate = N-Acetyl-D-glucosamine 6-phosphate + Pyruvate,,ptsI,b2416,Escherichia coli,
ACGAptspp,ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),N-Acetyl-D-glucosamine + Phosphoenolpyruvate = N-Acetyl-D-glucosamine 6-phosphate + Pyruvate,,nagE,b0679,Escherichia coli,
ACGAptspp,ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),N-Acetyl-D-glucosamine + Phosphoenolpyruvate = N-Acetyl-D-glucosamine 6-phosphate + Pyruvate,,crr,b2417,Escherichia coli,
ACGAptspp,ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),N-Acetyl-D-glucosamine + Phosphoenolpyruvate = N-Acetyl-D-glucosamine 6-phosphate + Pyruvate,,ptsH,b2415,Escherichia coli,
ACGAtex,ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,ompC,b2215,Escherichia coli,
ACGAtex,ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,ompN,b1377,Escherichia coli,
ACGAtex,ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,phoE,b0241,Escherichia coli,
ACGAtex,ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,ompF,b0929,Escherichia coli,
ACGAtex_reverse,ACGAtex,,N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,ompC,b2215,Escherichia coli,
ACGAtex_reverse,ACGAtex,,N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,ompN,b1377,Escherichia coli,
ACGAtex_reverse,ACGAtex,,N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,phoE,b0241,Escherichia coli,
ACGAtex_reverse,ACGAtex,,N-Acetyl-D-glucosamine = N-Acetyl-D-glucosamine,,ompF,b0929,Escherichia coli,
ACGK,ACGK,Acetylglutamate kinase,N-Acetyl-L-glutamate + ATP = N-Acetyl-L-glutamyl 5-phosphate + ADP,2.7.2.8,argB,b3959,Escherichia coli,1.88
ACGS,ACGS,N-acetylglutamate synthase,Acetyl-CoA + L-Glutamate = N-Acetyl-L-glutamate + Coenzyme A + H+,2.3.1.1,argA,b2818,Escherichia coli,5.23
ACHBS,ACHBS,2-aceto-2-hydroxybutanoate synthase,2-Oxobutanoate + H+ + Pyruvate = (S)-2-Aceto-2-hydroxybutanoate + CO2,2.2.1.6,ilvB,b3671,Escherichia coli,37.9
ACHBS,ACHBS,2-aceto-2-hydroxybutanoate synthase,2-Oxobutanoate + H+ + Pyruvate = (S)-2-Aceto-2-hydroxybutanoate + CO2,2.2.1.6,ilvN,b3670,Escherichia coli,37.9
ACHBS,ACHBS,2-aceto-2-hydroxybutanoate synthase,2-Oxobutanoate + H+ + Pyruvate = (S)-2-Aceto-2-hydroxybutanoate + CO2,2.2.1.6,ilvI,b0077,Escherichia coli,37.9
ACHBS,ACHBS,2-aceto-2-hydroxybutanoate synthase,2-Oxobutanoate + H+ + Pyruvate = (S)-2-Aceto-2-hydroxybutanoate + CO2,2.2.1.6,ilvH,b0078,Escherichia coli,37.9
ACKr,ACKr,Acetate kinase,Acetate + ATP = Acetyl phosphate + ADP,2.7.2.15,ackA,b2296,Escherichia coli,1.88
ACKr,ACKr,Acetate kinase,Acetate + ATP = Acetyl phosphate + ADP,2.7.2.15,tdcD,b3115,Escherichia coli,1.88
ACKr,ACKr,Acetate kinase,Acetate + ATP = Acetyl phosphate + ADP,2.7.2.15,purT,b1849,Escherichia coli,1.88
ACKr_reverse,ACKr,,Acetyl phosphate + ADP = Acetate + ATP,2.7.2.15,ackA,b2296,Escherichia coli,10.5
ACKr_reverse,ACKr,,Acetyl phosphate + ADP = Acetate + ATP,2.7.2.15,tdcD,b3115,Escherichia coli,10.5
ACKr_reverse,ACKr,,Acetyl phosphate + ADP = Acetate + ATP,2.7.2.15,purT,b1849,Escherichia coli,10.5
ACLS,ACLS,Acetolactate synthase,H+ + 2.0 Pyruvate = (S)-2-Acetolactate + CO2,2.2.1.6,ilvB,b3671,Escherichia coli,39.1
ACLS,ACLS,Acetolactate synthase,H+ + 2.0 Pyruvate = (S)-2-Acetolactate + CO2,2.2.1.6,ilvN,b3670,Escherichia coli,39.1
ACLS,ACLS,Acetolactate synthase,H+ + 2.0 Pyruvate = (S)-2-Acetolactate + CO2,2.2.1.6,ilvI,b0077,Escherichia coli,39.1
ACLS,ACLS,Acetolactate synthase,H+ + 2.0 Pyruvate = (S)-2-Acetolactate + CO2,2.2.1.6,ilvH,b0078,Escherichia coli,39.1
ACM6PH,ACM6PH,N-acetylmuramate 6-phosphate hydrolase,N-acetylmuramate 6-phosphate + H2O = N-Acetyl-D-glucosamine 6-phosphate + D-Lactate,4.2.1.126,murQ,b2428,Escherichia coli,
ACMAMUT,ACMAMUT,UDP-N-acetyl-D-mannosaminuronic acid transferase,UDP-N-acetyl-D-mannosaminouronate + Undecaprenyl diphospho N-acetyl-glucosamine = H+ + UDP + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate,2.4.1.180,wecG,b3794,Escherichia coli,
ACMANAptspp,ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),N-Acetyl-D-mannosamine + Phosphoenolpyruvate = N-Acetyl-D-mannosamine 6-phosphate + Pyruvate,,ptsI,b2416,Escherichia coli,
ACMANAptspp,ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),N-Acetyl-D-mannosamine + Phosphoenolpyruvate = N-Acetyl-D-mannosamine 6-phosphate + Pyruvate,,ptsH,b2415,Escherichia coli,
ACMANAptspp,ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),N-Acetyl-D-mannosamine + Phosphoenolpyruvate = N-Acetyl-D-mannosamine 6-phosphate + Pyruvate,,manY,b1818,Escherichia coli,
ACMANAptspp,ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),N-Acetyl-D-mannosamine + Phosphoenolpyruvate = N-Acetyl-D-mannosamine 6-phosphate + Pyruvate,,manX,b1817,Escherichia coli,
ACMANAptspp,ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),N-Acetyl-D-mannosamine + Phosphoenolpyruvate = N-Acetyl-D-mannosamine 6-phosphate + Pyruvate,,manZ,b1819,Escherichia coli,
ACMANAtex,ACMANAtex,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,ompC,b2215,Escherichia coli,
ACMANAtex,ACMANAtex,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,ompN,b1377,Escherichia coli,
ACMANAtex,ACMANAtex,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,phoE,b0241,Escherichia coli,
ACMANAtex,ACMANAtex,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm),N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,ompF,b0929,Escherichia coli,
ACMANAtex_reverse,ACMANAtex,,N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,ompC,b2215,Escherichia coli,
ACMANAtex_reverse,ACMANAtex,,N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,ompN,b1377,Escherichia coli,
ACMANAtex_reverse,ACMANAtex,,N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,phoE,b0241,Escherichia coli,
ACMANAtex_reverse,ACMANAtex,,N-Acetyl-D-mannosamine = N-Acetyl-D-mannosamine,,ompF,b0929,Escherichia coli,
ACMUMptspp,ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),N-Acetylmuramate + Phosphoenolpyruvate = N-acetylmuramate 6-phosphate + Pyruvate,,ptsI,b2416,Escherichia coli,
ACMUMptspp,ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),N-Acetylmuramate + Phosphoenolpyruvate = N-acetylmuramate 6-phosphate + Pyruvate,,crr,b2417,Escherichia coli,
ACMUMptspp,ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),N-Acetylmuramate + Phosphoenolpyruvate = N-acetylmuramate 6-phosphate + Pyruvate,,ptsH,b2415,Escherichia coli,
ACMUMptspp,ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),N-Acetylmuramate + Phosphoenolpyruvate = N-acetylmuramate 6-phosphate + Pyruvate,,murP,b2429,Escherichia coli,
ACMUMtex,ACMUMtex,N-acetylmuramate transport via diffusion (extracellular to periplasm),N-Acetylmuramate = N-Acetylmuramate,,ompC,b2215,Escherichia coli,
ACMUMtex,ACMUMtex,N-acetylmuramate transport via diffusion (extracellular to periplasm),N-Acetylmuramate = N-Acetylmuramate,,ompN,b1377,Escherichia coli,
ACMUMtex,ACMUMtex,N-acetylmuramate transport via diffusion (extracellular to periplasm),N-Acetylmuramate = N-Acetylmuramate,,phoE,b0241,Escherichia coli,
ACMUMtex,ACMUMtex,N-acetylmuramate transport via diffusion (extracellular to periplasm),N-Acetylmuramate = N-Acetylmuramate,,ompF,b0929,Escherichia coli,
ACNAMt2pp,ACNAMt2pp,N-acetylneuraminate proton symport (periplasm),N-Acetylneuraminate + H+ = N-Acetylneuraminate + H+,,nanT,b3224,Escherichia coli,
ACNAMtex,ACNAMtex,N-acetylneuraminate transport via diffusion (extracellular to periplasm),N-Acetylneuraminate = N-Acetylneuraminate,,ompC,b2215,Escherichia coli,
ACNAMtex,ACNAMtex,N-acetylneuraminate transport via diffusion (extracellular to periplasm),N-Acetylneuraminate = N-Acetylneuraminate,,ompF,b0929,Escherichia coli,
ACNAMtex,ACNAMtex,N-acetylneuraminate transport via diffusion (extracellular to periplasm),N-Acetylneuraminate = N-Acetylneuraminate,,nanC,b4311,Escherichia coli,
ACNAMtex_reverse,ACNAMtex,,N-Acetylneuraminate = N-Acetylneuraminate,,ompC,b2215,Escherichia coli,
ACNAMtex_reverse,ACNAMtex,,N-Acetylneuraminate = N-Acetylneuraminate,,ompF,b0929,Escherichia coli,
ACNAMtex_reverse,ACNAMtex,,N-Acetylneuraminate = N-Acetylneuraminate,,nanC,b4311,Escherichia coli,
ACNML,ACNML,N-Acetylneuraminate lyase,N-Acetylneuraminate = N-Acetyl-D-mannosamine + Pyruvate,4.1.3.3,nanA,b3225,Escherichia coli,7.225
ACOAD1f,ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA),Butanoyl-CoA + Flavin adenine dinucleotide oxidized = Crotonoyl-CoA + Flavin adenine dinucleotide reduced,1.3.99.3,fadE,b0221,Escherichia coli,36.5
ACOAD1f_reverse,ACOAD1f,,Crotonoyl-CoA + Flavin adenine dinucleotide reduced = Butanoyl-CoA + Flavin adenine dinucleotide oxidized,1.3.99.3,fadE,b0221,Escherichia coli,0.00278
ACOAD2f,ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),Flavin adenine dinucleotide oxidized + Hexanoyl-CoA (n-C6:0CoA) = Flavin adenine dinucleotide reduced + Trans-Hex-2-enoyl-CoA,1.3.99.3,fadE,b0221,Escherichia coli,40.0
ACOAD2f_reverse,ACOAD2f,,Flavin adenine dinucleotide reduced + Trans-Hex-2-enoyl-CoA = Flavin adenine dinucleotide oxidized + Hexanoyl-CoA (n-C6:0CoA),1.3.99.3,fadE,b0221,Escherichia coli,
ACOAD3f,ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),Flavin adenine dinucleotide oxidized + Octanoyl-CoA (n-C8:0CoA) = Flavin adenine dinucleotide reduced + Trans-Oct-2-enoyl-CoA,1.3.99.3,fadE,b0221,Escherichia coli,40.0
ACOAD3f_reverse,ACOAD3f,,Flavin adenine dinucleotide reduced + Trans-Oct-2-enoyl-CoA = Flavin adenine dinucleotide oxidized + Octanoyl-CoA (n-C8:0CoA),1.3.99.3,fadE,b0221,Escherichia coli,
ACOAD4f,ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),Decanoyl-CoA (n-C10:0CoA) + Flavin adenine dinucleotide oxidized = Trans-Dec-2-enoyl-CoA + Flavin adenine dinucleotide reduced,1.3.99.3,fadE,b0221,Escherichia coli,40.0
ACOAD4f_reverse,ACOAD4f,,Trans-Dec-2-enoyl-CoA + Flavin adenine dinucleotide reduced = Decanoyl-CoA (n-C10:0CoA) + Flavin adenine dinucleotide oxidized,1.3.99.3,fadE,b0221,Escherichia coli,
ACOAD5f,ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),Dodecanoyl-CoA (n-C12:0CoA) + Flavin adenine dinucleotide oxidized = Trans-Dodec-2-enoyl-CoA + Flavin adenine dinucleotide reduced,1.3.99.3,fadE,b0221,Escherichia coli,33.0
ACOAD5f_reverse,ACOAD5f,,Trans-Dodec-2-enoyl-CoA + Flavin adenine dinucleotide reduced = Dodecanoyl-CoA (n-C12:0CoA) + Flavin adenine dinucleotide oxidized,1.3.99.3,fadE,b0221,Escherichia coli,11.9
ACOAD6f,ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),Flavin adenine dinucleotide oxidized + Tetradecanoyl-CoA (n-C14:0CoA) = Flavin adenine dinucleotide reduced + Trans-Tetradec-2-enoyl-CoA,1.3.99.3,fadE,b0221,Escherichia coli,40.0
ACOAD6f_reverse,ACOAD6f,,Flavin adenine dinucleotide reduced + Trans-Tetradec-2-enoyl-CoA = Flavin adenine dinucleotide oxidized + Tetradecanoyl-CoA (n-C14:0CoA),1.3.99.3,fadE,b0221,Escherichia coli,
ACOAD7f,ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA) = Flavin adenine dinucleotide reduced + Trans-Hexadec-2-enoyl-CoA,1.3.99.3,fadE,b0221,Escherichia coli,33.0
ACOAD7f_reverse,ACOAD7f,,Flavin adenine dinucleotide reduced + Trans-Hexadec-2-enoyl-CoA = Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA),1.3.99.3,fadE,b0221,Escherichia coli,
ACOAD8f,ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),Flavin adenine dinucleotide oxidized + Stearoyl-CoA (n-C18:0CoA) = Flavin adenine dinucleotide reduced + Trans-Octadec-2-enoyl-CoA,,fadE,b0221,Escherichia coli,
ACOAD8f_reverse,ACOAD8f,,Flavin adenine dinucleotide reduced + Trans-Octadec-2-enoyl-CoA = Flavin adenine dinucleotide oxidized + Stearoyl-CoA (n-C18:0CoA),,fadE,b0221,Escherichia coli,
ACOATA,ACOATA,Acetyl-CoA ACP transacylase,Acyl carrier protein + Acetyl-CoA = Acetyl-ACP + Coenzyme A,2.3.1.86,acpP,b1094,Escherichia coli,5.23
ACOATA,ACOATA,Acetyl-CoA ACP transacylase,Acyl carrier protein + Acetyl-CoA = Acetyl-ACP + Coenzyme A,2.3.1.86,fabH,b1091,Escherichia coli,5.23
ACOATA_reverse,ACOATA,,Acetyl-ACP + Coenzyme A = Acyl carrier protein + Acetyl-CoA,2.3.1.86,acpP,b1094,Escherichia coli,1.0
ACOATA_reverse,ACOATA,,Acetyl-ACP + Coenzyme A = Acyl carrier protein + Acetyl-CoA,2.3.1.86,fabH,b1091,Escherichia coli,1.0
ACODA,ACODA,Acetylornithine deacetylase,N2-Acetyl-L-ornithine + H2O = Acetate + Ornithine,3.5.1.16,argE,b3957,Escherichia coli,1600.0
ACOLIPAabctex,ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ATP + H2O = 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ADP + H+ + Phosphate,,lptC,b3199,Escherichia coli,
ACOLIPAabctex,ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ATP + H2O = 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ADP + H+ + Phosphate,,lptA,b3200,Escherichia coli,
ACOLIPAabctex,ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ATP + H2O = 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ADP + H+ + Phosphate,,lptG,b4262,Escherichia coli,
